Blocks: '[-1160:139:601:16, -1159:139:601:1, -1160:139:602:14, -1159:139:602:159:10,
  -1156:147:620:159:14, -1155:147:620:159:6, -1176:147:621:159:3, -1175:147:621:159:4,
  -1174:147:621:1, -1173:147:621:159:6, -1160:147:621:159, -1159:147:621:159:10, -1158:147:621:159:11,
  -1157:147:621:159:3, -1156:147:621:159:11, -1155:147:621:159:9, -1177:147:622:159:9,
  -1176:147:622:159:9, -1175:147:622:16, -1174:147:622:159:11, -1173:147:622:1, -1159:147:622:1,
  -1158:147:622:159:3, -1157:147:622:159:11, -1177:147:623:15, -1176:147:623:1, -1175:147:623:15,
  -1174:147:623:16, -1175:147:624:159:9, -1174:147:624:159:13, -1184:148:570:160,
  -1130:148:573:95, -1182:148:582:160:3, -1159:148:599:159:9, -1157:148:599:159:4,
  -1161:148:600:172, -1160:148:600:159, -1159:148:600:172, -1158:148:600:159:11, -1157:148:600:159:10,
  -1156:148:600:159:13, -1155:148:600:159:9, -1177:148:601:159:3, -1176:148:601:159,
  -1175:148:601:159:10, -1174:148:601:14, -1173:148:601:159:3, -1172:148:601:159:10,
  -1171:148:601:159:11, -1162:148:601:159:10, -1161:148:601:159, -1160:148:601:1,
  -1159:148:601:172, -1158:148:601:159:6, -1157:148:601:159, -1156:148:601:1, -1155:148:601:14,
  -1177:148:602:159:9, -1176:148:602:1, -1175:148:602:159:13, -1174:148:602:159, -1173:148:602:159:13,
  -1172:148:602:159:11, -1171:148:602:14, -1162:148:602:16, -1161:148:602:172, -1160:148:602:159:9,
  -1159:148:602:1, -1158:148:602:1, -1157:148:602:159:9, -1156:148:602:1, -1155:148:602:159:11,
  -1154:148:602:159:10, -1178:148:603:159:6, -1177:148:603:159:9, -1176:148:603:159:10,
  -1175:148:603:159:10, -1174:148:603:159:13, -1173:148:603:159:10, -1172:148:603:159:11,
  -1171:148:603:159:13, -1162:148:603:159:13, -1161:148:603:172, -1160:148:603:159:10,
  -1159:148:603:159:3, -1158:148:603:172, -1157:148:603:159:3, -1156:148:603:159:13,
  -1177:148:604:159:11, -1176:148:604:1, -1175:148:604:159:10, -1174:148:604:159:9,
  -1173:148:604:159:13, -1172:148:604:159:6, -1161:148:604:159, -1160:148:604:159:11,
  -1159:148:604:159, -1158:148:604:159:13, -1157:148:604:159:9, -1156:148:604:159:3,
  -1155:148:604:1, -1177:148:605:15, -1176:148:605:159, -1175:148:605:159:10, -1168:148:605:159:3,
  -1167:148:605:159:10, -1160:148:605:159:11, -1159:148:605:159:9, -1158:148:605:159:11,
  -1157:148:605:159:10, -1156:148:605:159, -1155:148:605:159:3, -1170:148:606:172,
  -1169:148:606:1, -1168:148:606:159:9, -1167:148:606:159:11, -1166:148:606:16, -1165:148:606:159:3,
  -1159:148:606:172, -1158:148:606:159:10, -1157:148:606:159:11, -1156:148:606:159:3,
  -1155:148:606:159:11, -1170:148:607:159:10, -1169:148:607:159:13, -1168:148:607:172,
  -1167:148:607:159:9, -1166:148:607:159:4, -1165:148:607:159:9, -1164:148:607:172,
  -1159:148:607:159:14, -1158:148:607:159:4, -1157:148:607:172, -1156:148:607:159:13,
  -1155:148:607:159:9, -1170:148:608:159:11, -1169:148:608:1, -1168:148:608:1, -1167:148:608:159:14,
  -1166:148:608:15, -1165:148:608:159:10, -1164:148:608:159:9, -1159:148:608:159:11,
  -1158:148:608:159:11, -1157:148:608:159, -1156:148:608:159:10, -1170:148:609:159:9,
  -1169:148:609:15, -1168:148:609:159:3, -1167:148:609:14, -1166:148:609:1, -1165:148:609:16,
  -1164:148:609:159:3, -1163:148:609:159:11, -1162:148:609:159:13, -1158:148:609:159:3,
  -1170:148:610:172, -1169:148:610:1, -1168:148:610:159:9, -1167:148:610:159:11, -1166:148:610:159,
  -1165:148:610:159:3, -1164:148:610:159:13, -1163:148:610:159:9, -1162:148:610:1,
  -1170:148:611:159:9, -1169:148:611:172, -1168:148:611:159:10, -1167:148:611:159:11,
  -1166:148:611:159, -1165:148:611:159:9, -1164:148:611:1, -1163:148:611:159:10, -1172:148:612:16,
  -1171:148:612:159, -1170:148:612:159:6, -1169:148:612:159:3, -1168:148:612:159:3,
  -1167:148:612:159:11, -1166:148:612:159:13, -1165:148:612:159, -1164:148:612:172,
  -1163:148:612:172, -1172:148:613:172, -1171:148:613:159:13, -1170:148:613:1, -1169:148:613:159:3,
  -1168:148:613:159:11, -1167:148:613:159:14, -1166:148:613:159:14, -1165:148:613:159:3,
  -1164:148:613:159:10, -1163:148:613:159, -1173:148:614:159:3, -1172:148:614:159:4,
  -1171:148:614:159:6, -1170:148:614:1, -1169:148:614:16, -1168:148:614:159, -1164:148:614:159:3,
  -1149:148:614:160, -1178:148:615:159, -1177:148:615:159:4, -1176:148:615:159:6,
  -1173:148:615:159:3, -1172:148:615:159:4, -1171:148:615:159:14, -1170:148:615:159:13,
  -1169:148:615:159:14, -1179:148:616:159:3, -1178:148:616:159:9, -1177:148:616:159,
  -1176:148:616:159:10, -1175:148:616:159:9, -1173:148:616:159:3, -1172:148:616:159:11,
  -1171:148:616:159:4, -1170:148:616:159:13, -1179:148:617:159:9, -1178:148:617:159:3,
  -1177:148:617:1, -1176:148:617:1, -1175:148:617:159:4, -1174:148:617:1, -1171:148:617:159:9,
  -1157:148:617:172, -1156:148:617:1, -1178:148:618:159:9, -1177:148:618:159:9, -1176:148:618:1,
  -1175:148:618:159:14, -1174:148:618:159:11, -1173:148:618:159:3, -1159:148:618:159:10,
  -1158:148:618:16, -1157:148:618:15, -1156:148:618:1, -1155:148:618:159:14, -1177:148:619:159:3,
  -1176:148:619:159:4, -1175:148:619:1, -1174:148:619:159:9, -1173:148:619:159:9,
  -1160:148:619:159:9, -1159:148:619:159:9, -1158:148:619:172, -1157:148:619:159:3,
  -1156:148:619:159, -1155:148:619:15, -1153:148:619:160, -1176:148:620:159:11, -1175:148:620:1,
  -1174:148:620:159:6, -1173:148:620:159:13, -1172:148:620:159:11, -1160:148:620:172,
  -1159:148:620:1, -1158:148:620:159:3, -1157:148:620:172, -1156:148:620:159:11, -1155:148:620:159,
  -1176:148:621:159:13, -1175:148:621:159:13, -1174:148:621:159:13, -1173:148:621:159,
  -1172:148:621:159:11, -1160:148:621:159:14, -1159:148:621:159, -1158:148:621:1,
  -1157:148:621:159:9, -1156:148:621:159:11, -1155:148:621:159:13, -1177:148:622:159:9,
  -1176:148:622:159:10, -1175:148:622:159, -1174:148:622:159:14, -1173:148:622:172,
  -1172:148:622:159:10, -1159:148:622:159:3, -1158:148:622:159:9, -1157:148:622:159:10,
  -1177:148:623:14, -1176:148:623:159:3, -1175:148:623:1, -1174:148:623:159, -1173:148:623:1,
  -1149:148:623:160, -1176:148:624:159:10, -1175:148:624:172, -1174:148:624:159:13,
  -1171:148:632:95:3, -1206:148:661:160:3, -1205:149:581:160, -1162:149:599:159:13,
  -1161:149:599:1, -1160:149:599:159:9, -1159:149:599:172, -1157:149:599:159, -1162:149:600:159:13,
  -1161:149:600:159:4, -1160:149:600:159:6, -1159:149:600:159:10, -1158:149:600:14,
  -1157:149:600:159, -1156:149:600:172, -1155:149:600:159:11, -1177:149:601:159:3,
  -1176:149:601:159:9, -1175:149:601:159:10, -1174:149:601:159:3, -1173:149:601:1,
  -1172:149:601:1, -1171:149:601:172, -1162:149:601:159:3, -1161:149:601:159:11, -1160:149:601:159:14,
  -1159:149:601:14, -1158:149:601:159:3, -1157:149:601:159:9, -1156:149:601:172, -1155:149:601:159:3,
  -1154:149:601:172, -1178:149:602:159:13, -1177:149:602:159:3, -1176:149:602:159:9,
  -1175:149:602:1, -1174:149:602:159:3, -1173:149:602:159:9, -1172:149:602:159:4,
  -1171:149:602:159:10, -1162:149:602:159:3, -1161:149:602:159:6, -1160:149:602:159:4,
  -1159:149:602:159:13, -1158:149:602:159, -1157:149:602:1, -1156:149:602:159, -1155:149:602:1,
  -1154:149:602:172, -1178:149:603:159:3, -1177:149:603:159:9, -1176:149:603:159:11,
  -1175:149:603:159:11, -1174:149:603:159:3, -1173:149:603:1, -1172:149:603:1, -1171:149:603:1,
  -1162:149:603:14, -1161:149:603:159:3, -1160:149:603:159:14, -1159:149:603:159:10,
  -1158:149:603:159:13, -1157:149:603:159:9, -1156:149:603:15, -1155:149:603:159:11,
  -1177:149:604:16, -1176:149:604:159, -1175:149:604:159:3, -1174:149:604:159:3, -1173:149:604:172,
  -1172:149:604:159:3, -1171:149:604:1, -1161:149:604:1, -1160:149:604:159:13, -1159:149:604:14,
  -1158:149:604:1, -1157:149:604:159:9, -1156:149:604:159, -1155:149:604:159:13, -1178:149:605:159:13,
  -1177:149:605:159, -1176:149:605:159:3, -1175:149:605:159:4, -1174:149:605:159:11,
  -1168:149:605:159:9, -1167:149:605:172, -1160:149:605:159:11, -1159:149:605:159:6,
  -1158:149:605:159:4, -1157:149:605:159:10, -1156:149:605:159:10, -1155:149:605:159:11,
  -1177:149:606:159:10, -1176:149:606:159:11, -1175:149:606:159:6, -1170:149:606:159:11,
  -1169:149:606:159:10, -1168:149:606:159:14, -1167:149:606:159:3, -1166:149:606:159:3,
  -1165:149:606:16, -1159:149:606:159:11, -1158:149:606:159:10, -1157:149:606:159:10,
  -1156:149:606:159:9, -1155:149:606:159:13, -1170:149:607:159:11, -1169:149:607:172,
  -1168:149:607:159:10, -1167:149:607:159:11, -1166:149:607:159:11, -1165:149:607:159,
  -1164:149:607:159:13, -1159:149:607:159:4, -1158:149:607:1, -1157:149:607:159:4,
  -1156:149:607:159:11, -1155:149:607:159:13, -1170:149:608:159:3, -1169:149:608:159:10,
  -1168:149:608:172, -1167:149:608:159:3, -1166:149:608:159:10, -1165:149:608:1, -1164:149:608:159:13,
  -1163:149:608:159:3, -1162:149:608:1, -1159:149:608:159:3, -1158:149:608:159:10,
  -1157:149:608:159:10, -1156:149:608:159:13, -1170:149:609:159, -1169:149:609:172,
  -1168:149:609:1, -1167:149:609:172, -1166:149:609:16, -1165:149:609:159:3, -1164:149:609:1,
  -1163:149:609:159:10, -1162:149:609:159:3, -1161:149:609:1, -1160:149:609:172, -1158:149:609:14,
  -1170:149:610:1, -1169:149:610:159:10, -1168:149:610:172, -1167:149:610:159:13,
  -1166:149:610:159, -1165:149:610:159, -1164:149:610:159:9, -1163:149:610:159:9,
  -1162:149:610:15, -1161:149:610:159, -1160:149:610:159:10, -1170:149:611:159:9,
  -1169:149:611:159, -1168:149:611:159:6, -1167:149:611:159:13, -1166:149:611:172,
  -1165:149:611:16, -1164:149:611:159:3, -1163:149:611:159:3, -1162:149:611:159:13,
  -1161:149:611:159:10, -1160:149:611:14, -1172:149:612:159:11, -1171:149:612:159:13,
  -1170:149:612:159:11, -1169:149:612:159:6, -1168:149:612:172, -1167:149:612:1, -1166:149:612:172,
  -1165:149:612:159:3, -1164:149:612:159:11, -1163:149:612:159:10, -1172:149:613:159:13,
  -1171:149:613:159, -1170:149:613:159:13, -1169:149:613:172, -1168:149:613:159:10,
  -1167:149:613:14, -1166:149:613:159:11, -1165:149:613:1, -1164:149:613:159:3, -1163:149:613:159:3,
  -1158:149:613:95:3, -1197:149:614:160, -1173:149:614:159:9, -1172:149:614:159, -1171:149:614:159:6,
  -1170:149:614:15, -1169:149:614:159, -1168:149:614:1, -1165:149:614:172, -1164:149:614:159:4,
  -1178:149:615:159:3, -1177:149:615:159:14, -1176:149:615:1, -1173:149:615:1, -1172:149:615:159:3,
  -1171:149:615:172, -1170:149:615:159:11, -1169:149:615:159:10, -1179:149:616:159:4,
  -1178:149:616:159:9, -1177:149:616:159:10, -1176:149:616:172, -1175:149:616:159:13,
  -1173:149:616:1, -1172:149:616:159, -1171:149:616:159:11, -1170:149:616:159, -1179:149:617:16,
  -1178:149:617:159:9, -1177:149:617:159, -1176:149:617:159:13, -1175:149:617:1, -1174:149:617:159:10,
  -1171:149:617:159:13, -1170:149:617:159:3, -1157:149:617:159:13, -1156:149:617:159:3,
  -1179:149:618:159:3, -1178:149:618:159:3, -1177:149:618:159:11, -1176:149:618:159:3,
  -1175:149:618:159:6, -1174:149:618:172, -1173:149:618:159:9, -1160:149:618:159:9,
  -1159:149:618:159, -1158:149:618:159:14, -1157:149:618:159:3, -1156:149:618:159:9,
  -1155:149:618:159, -1177:149:619:172, -1176:149:619:172, -1175:149:619:1, -1174:149:619:159:10,
  -1173:149:619:172, -1172:149:619:1, -1161:149:619:159:6, -1160:149:619:1, -1159:149:619:1,
  -1158:149:619:159:3, -1157:149:619:159:13, -1156:149:619:159:11, -1155:149:619:159:9,
  -1176:149:620:159:9, -1175:149:620:159:13, -1174:149:620:159:9, -1173:149:620:1,
  -1172:149:620:159:11, -1161:149:620:159:9, -1160:149:620:159:6, -1159:149:620:172,
  -1158:149:620:159:10, -1157:149:620:159:3, -1156:149:620:159:6, -1155:149:620:159:3,
  -1176:149:621:159:11, -1175:149:621:159:10, -1174:149:621:159:13, -1173:149:621:1,
  -1172:149:621:159:10, -1161:149:621:159, -1160:149:621:159:11, -1159:149:621:159,
  -1158:149:621:16, -1157:149:621:1, -1156:149:621:1, -1155:149:621:15, -1177:149:622:159:3,
  -1176:149:622:159, -1175:149:622:159:10, -1174:149:622:159:13, -1173:149:622:1,
  -1172:149:622:159, -1160:149:622:1, -1159:149:622:1, -1158:149:622:159:10, -1157:149:622:16,
  -1177:149:623:14, -1176:149:623:159, -1175:149:623:159:10, -1174:149:623:14, -1173:149:623:159:10,
  -1177:149:624:159:6, -1176:149:624:159:13, -1175:149:624:159:11, -1174:149:624:159:4,
  -1173:149:642:160:11, -1171:149:667:160:11, -1186:150:550:160:3, -1122:150:589:160,
  -1188:150:590:95:11, -1163:150:599:159, -1162:150:599:159:4, -1161:150:599:159:6,
  -1160:150:599:1, -1159:150:599:159:14, -1158:150:599:159:10, -1157:150:599:159,
  -1156:150:599:159:13, -1155:150:599:159:10, -1175:150:600:159, -1163:150:600:1,
  -1162:150:600:159:13, -1161:150:600:159:6, -1160:150:600:159, -1159:150:600:159:13,
  -1158:150:600:159:14, -1157:150:600:172, -1156:150:600:15, -1155:150:600:159, -1154:150:600:159:6,
  -1177:150:601:159:4, -1176:150:601:159:11, -1175:150:601:159:13, -1174:150:601:159:10,
  -1173:150:601:172, -1172:150:601:172, -1171:150:601:159:3, -1170:150:601:14, -1163:150:601:159:10,
  -1162:150:601:14, -1161:150:601:159, -1160:150:601:159:14, -1159:150:601:172, -1158:150:601:1,
  -1157:150:601:159:14, -1156:150:601:159:9, -1155:150:601:159:6, -1154:150:601:1,
  -1153:150:601:159:3, -1178:150:602:159:14, -1177:150:602:15, -1176:150:602:172,
  -1175:150:602:159:9, -1174:150:602:159:14, -1173:150:602:159:9, -1172:150:602:159:10,
  -1171:150:602:159:3, -1170:150:602:14, -1163:150:602:172, -1162:150:602:159:3, -1161:150:602:1,
  -1160:150:602:159:3, -1159:150:602:1, -1158:150:602:1, -1157:150:602:1, -1156:150:602:16,
  -1155:150:602:159, -1154:150:602:172, -1178:150:603:159, -1177:150:603:15, -1176:150:603:159,
  -1175:150:603:159:3, -1174:150:603:159:9, -1173:150:603:159:3, -1172:150:603:159:11,
  -1171:150:603:16, -1170:150:603:1, -1162:150:603:1, -1161:150:603:159:13, -1160:150:603:172,
  -1159:150:603:159:10, -1158:150:603:159:10, -1157:150:603:16, -1156:150:603:159,
  -1155:150:603:159:13, -1178:150:604:159:11, -1177:150:604:159:9, -1176:150:604:1,
  -1175:150:604:159:4, -1174:150:604:159, -1173:150:604:159:13, -1172:150:604:159:13,
  -1171:150:604:159, -1161:150:604:159:11, -1160:150:604:159:3, -1159:150:604:172,
  -1158:150:604:159:14, -1157:150:604:159:9, -1156:150:604:159:11, -1155:150:604:159:4,
  -1178:150:605:159:10, -1177:150:605:159:10, -1176:150:605:159, -1175:150:605:15,
  -1174:150:605:1, -1169:150:605:159:13, -1168:150:605:172, -1167:150:605:159:3, -1160:150:605:172,
  -1159:150:605:159:4, -1158:150:605:1, -1157:150:605:172, -1156:150:605:159:6, -1155:150:605:159:9,
  -1177:150:606:1, -1176:150:606:159:3, -1175:150:606:15, -1170:150:606:159:3, -1169:150:606:1,
  -1168:150:606:15, -1167:150:606:159:13, -1166:150:606:159:9, -1165:150:606:159:13,
  -1159:150:606:159, -1158:150:606:172, -1157:150:606:159:11, -1156:150:606:159:4,
  -1155:150:606:159:6, -1170:150:607:159:3, -1169:150:607:159:4, -1168:150:607:159:14,
  -1167:150:607:172, -1166:150:607:159:9, -1165:150:607:1, -1164:150:607:16, -1161:150:607:159:11,
  -1160:150:607:159:10, -1159:150:607:159:3, -1158:150:607:159:3, -1157:150:607:159,
  -1156:150:607:159, -1155:150:607:159:3, -1170:150:608:15, -1169:150:608:159:10,
  -1168:150:608:159:10, -1167:150:608:159, -1166:150:608:1, -1165:150:608:159:9, -1164:150:608:159:3,
  -1163:150:608:16, -1162:150:608:159:13, -1161:150:608:159, -1160:150:608:159:6,
  -1159:150:608:159:9, -1158:150:608:159:4, -1157:150:608:159:10, -1156:150:608:159:3,
  -1155:150:608:159:11, -1170:150:609:15, -1169:150:609:172, -1168:150:609:159:11,
  -1167:150:609:159:10, -1166:150:609:159:9, -1165:150:609:159:9, -1164:150:609:159:10,
  -1163:150:609:159, -1162:150:609:1, -1161:150:609:159:14, -1160:150:609:159, -1159:150:609:159:10,
  -1158:150:609:159:9, -1170:150:610:159:13, -1169:150:610:14, -1168:150:610:159,
  -1167:150:610:1, -1166:150:610:159:13, -1165:150:610:159:3, -1164:150:610:159:11,
  -1163:150:610:159:9, -1162:150:610:159:3, -1161:150:610:172, -1160:150:610:159:14,
  -1159:150:610:159:6, -1171:150:611:159:4, -1170:150:611:159:13, -1169:150:611:159:9,
  -1168:150:611:159:6, -1167:150:611:172, -1166:150:611:159:9, -1165:150:611:1, -1164:150:611:1,
  -1163:150:611:159:3, -1162:150:611:159:10, -1161:150:611:159:3, -1160:150:611:159:6,
  -1172:150:612:159:11, -1171:150:612:172, -1170:150:612:14, -1169:150:612:159:4,
  -1168:150:612:159:14, -1167:150:612:159:6, -1166:150:612:159, -1165:150:612:159:9,
  -1164:150:612:159:3, -1163:150:612:159:9, -1162:150:612:159:10, -1172:150:613:159:13,
  -1171:150:613:159:9, -1170:150:613:15, -1169:150:613:159, -1168:150:613:172, -1167:150:613:172,
  -1166:150:613:172, -1165:150:613:159:10, -1164:150:613:159:11, -1163:150:613:1,
  -1173:150:614:1, -1172:150:614:159:9, -1171:150:614:1, -1170:150:614:159:13, -1169:150:614:159,
  -1168:150:614:1, -1165:150:614:159:10, -1164:150:614:159:13, -1178:150:615:172,
  -1177:150:615:159:4, -1176:150:615:159:13, -1175:150:615:1, -1173:150:615:159:9,
  -1172:150:615:159, -1171:150:615:159:9, -1170:150:615:159:9, -1169:150:615:159:9,
  -1179:150:616:159, -1178:150:616:14, -1177:150:616:14, -1176:150:616:14, -1175:150:616:159:11,
  -1173:150:616:159, -1172:150:616:159:11, -1171:150:616:159:10, -1170:150:616:159:9,
  -1169:150:616:159:10, -1179:150:617:172, -1178:150:617:159:11, -1177:150:617:159:13,
  -1176:150:617:15, -1175:150:617:159:11, -1174:150:617:159:3, -1171:150:617:159:10,
  -1170:150:617:172, -1157:150:617:159, -1156:150:617:159:13, -1155:150:617:159:6,
  -1179:150:618:159:4, -1178:150:618:159:6, -1177:150:618:159:9, -1176:150:618:159:4,
  -1175:150:618:159, -1174:150:618:159:10, -1173:150:618:159:4, -1160:150:618:172,
  -1159:150:618:14, -1158:150:618:159:9, -1157:150:618:159:9, -1156:150:618:159:10,
  -1155:150:618:172, -1154:150:618:1, -1178:150:619:159:9, -1177:150:619:159, -1176:150:619:159:9,
  -1175:150:619:159:9, -1174:150:619:159:3, -1173:150:619:14, -1172:150:619:159:3,
  -1161:150:619:14, -1160:150:619:159:10, -1159:150:619:159:10, -1158:150:619:159:13,
  -1157:150:619:159:11, -1156:150:619:172, -1155:150:619:159:11, -1154:150:619:159:10,
  -1176:150:620:159:10, -1175:150:620:159:3, -1174:150:620:159:13, -1173:150:620:159,
  -1172:150:620:159:10, -1161:150:620:159:9, -1160:150:620:1, -1159:150:620:159:6,
  -1158:150:620:1, -1157:150:620:1, -1156:150:620:1, -1155:150:620:159:13, -1177:150:621:159:11,
  -1176:150:621:159:14, -1175:150:621:15, -1174:150:621:1, -1173:150:621:159:10, -1172:150:621:159:11,
  -1171:150:621:159:9, -1161:150:621:14, -1160:150:621:16, -1159:150:621:1, -1158:150:621:1,
  -1157:150:621:1, -1156:150:621:159:3, -1155:150:621:159:3, -1177:150:622:172, -1176:150:622:14,
  -1175:150:622:159:9, -1174:150:622:16, -1173:150:622:159:13, -1172:150:622:159:14,
  -1160:150:622:172, -1159:150:622:159:14, -1158:150:622:159:3, -1157:150:622:172,
  -1177:150:623:159:4, -1176:150:623:159:9, -1175:150:623:159:13, -1174:150:623:159:11,
  -1173:150:623:172, -1177:150:624:1, -1176:150:624:15, -1175:150:624:172, -1174:150:624:159:13,
  -1177:150:625:159:3, -1176:150:625:172, -1175:150:625:172, -1134:150:627:160:3,
  -1215:151:570:160:11, -1168:151:585:95:3, -1112:151:592:95, -1163:151:599:16, -1162:151:599:16,
  -1161:151:599:159, -1160:151:599:159:9, -1159:151:599:159:9, -1158:151:599:159:3,
  -1157:151:599:159:9, -1156:151:599:1, -1155:151:599:159:13, -1176:151:600:159:10,
  -1175:151:600:159:10, -1163:151:600:159, -1162:151:600:159:14, -1161:151:600:159,
  -1160:151:600:159:13, -1159:151:600:172, -1158:151:600:159:9, -1157:151:600:159,
  -1156:151:600:159:3, -1155:151:600:159:9, -1154:151:600:159:11, -1177:151:601:159:9,
  -1176:151:601:159, -1175:151:601:159:13, -1174:151:601:159:14, -1173:151:601:159:11,
  -1172:151:601:14, -1171:151:601:159:11, -1170:151:601:159:10, -1163:151:601:172,
  -1162:151:601:1, -1161:151:601:159:13, -1160:151:601:172, -1159:151:601:159:9, -1158:151:601:159:11,
  -1157:151:601:159:13, -1156:151:601:1, -1155:151:601:15, -1154:151:601:172, -1153:151:601:159:10,
  -1178:151:602:172, -1177:151:602:15, -1176:151:602:159:4, -1175:151:602:159:11,
  -1174:151:602:159:9, -1173:151:602:159:11, -1172:151:602:159:9, -1171:151:602:159:13,
  -1170:151:602:14, -1163:151:602:1, -1162:151:602:14, -1161:151:602:159:10, -1160:151:602:159:14,
  -1159:151:602:159:9, -1158:151:602:159:3, -1157:151:602:159:9, -1156:151:602:159:10,
  -1155:151:602:159:9, -1154:151:602:1, -1178:151:603:159:14, -1177:151:603:172, -1176:151:603:14,
  -1175:151:603:159:13, -1174:151:603:172, -1173:151:603:159:11, -1172:151:603:159:13,
  -1171:151:603:15, -1170:151:603:159:14, -1162:151:603:172, -1161:151:603:159:10,
