Blocks: '[-30:65:-20:1:4, -29:65:-20:1:4, -28:65:-20:1:4, -31:65:-19:1:4, -30:65:-19:1:4,
  -29:65:-19:1:4, -28:65:-19:1:4, -27:65:-19:1:4, -32:65:-18:1:4, -31:65:-18:1:4,
  -30:65:-18:1:4, -29:65:-18:1:4, -28:65:-18:1:4, -27:65:-18:1:4, -26:65:-18:1:4,
  -32:65:-17:1:4, -31:65:-17:1:4, -30:65:-17:1:4, -29:65:-17:1:4, -28:65:-17:1:4,
  -27:65:-17:1:4, -26:65:-17:1:4, -32:65:-16:1:4, -31:65:-16:1:4, -30:65:-16:1:4,
  -29:65:-16:1:4, -28:65:-16:1:4, -27:65:-16:1:4, -26:65:-16:1:4, -31:65:-15:1:4,
  -30:65:-15:1:4, -29:65:-15:1:4, -28:65:-15:1:4, -27:65:-15:1:4, -30:65:-14:1:4,
  -25:79:19:20, -3:79:19:20, -2:79:19:20, -1:79:19:20, 0:79:19:20, 1:79:19:1, 2:79:19:20,
  3:79:19:20, 4:79:19:20, 5:79:19:20, -33:80:-23:20, -32:80:-23:20, -31:80:-23:20,
  -30:80:-23:20, -29:80:-23:1, -28:80:-23:20, -27:80:-23:20, -26:80:-23:20, -25:80:-23:20,
  -3:80:-23:20, -2:80:-23:20, -1:80:-23:20, 0:80:-23:20, 1:80:-23:1, 2:80:-23:20,
  3:80:-23:20, 4:80:-23:20, 5:80:-23:20, -34:80:-22:1, -33:80:-22:9:8, -32:80:-22:9:8,
  -31:80:-22:9:8, -30:80:-22:9:8, -29:80:-22:9:8, -28:80:-22:9:8, -27:80:-22:9:8,
  -26:80:-22:9:8, -25:80:-22:9:8, -24:80:-22:1, -4:80:-22:1, 1:80:-22:18, 2:80:-22:18,
  3:80:-22:18, 6:80:-22:1, -35:80:-21:20, -34:80:-21:9:8, -33:80:-21:9:8, -32:80:-21:9:8,
  -31:80:-21:9:8, -30:80:-21:9:8, -29:80:-21:9:8, -28:80:-21:9:8, -27:80:-21:9:8,
  -26:80:-21:9:8, -25:80:-21:9:8, -24:80:-21:9:8, -23:80:-21:20, -5:80:-21:20, 0:80:-21:18,
  1:80:-21:18, 2:80:-21:18, 3:80:-21:18, 4:80:-21:18, 7:80:-21:20, -35:80:-20:20,
  -34:80:-20:9:8, -33:80:-20:9:8, -32:80:-20:9:8, -31:80:-20:9:8, -30:80:-20:9:8,
  -29:80:-20:9:8, -28:80:-20:9:8, -27:80:-20:9:8, -26:80:-20:9:8, -25:80:-20:9:8,
  -24:80:-20:9:8, -23:80:-20:20, -5:80:-20:20, 0:80:-20:18, 1:80:-20:18, 2:80:-20:18,
  3:80:-20:18, 4:80:-20:18, 5:80:-20:18, 7:80:-20:20, -35:80:-19:20, -34:80:-19:9:8,
  -33:80:-19:9:8, -32:80:-19:9:8, -31:80:-19:9:8, -30:80:-19:9:8, -29:80:-19:9:8,
  -28:80:-19:9:8, -27:80:-19:9:8, -26:80:-19:9:8, -25:80:-19:9:8, -24:80:-19:9:8,
  -23:80:-19:20, -5:80:-19:20, -1:80:-19:18, 0:80:-19:18, 1:80:-19:18, 2:80:-19:18,
  3:80:-19:18, 4:80:-19:18, 5:80:-19:18, 7:80:-19:20, -35:80:-18:20, -34:80:-18:9:8,
  -33:80:-18:9:8, -32:80:-18:9:8, -31:80:-18:9:8, -30:80:-18:9:8, -29:80:-18:9:8,
  -28:80:-18:9:8, -27:80:-18:9:8, -26:80:-18:9:8, -25:80:-18:9:8, -24:80:-18:9:8,
  -23:80:-18:20, -5:80:-18:20, -2:80:-18:18, -1:80:-18:18, 0:80:-18:18, 1:80:-18:18,
  2:80:-18:18, 3:80:-18:18, 4:80:-18:18, 5:80:-18:18, 7:80:-18:20, -35:80:-17:1, -34:80:-17:9:8,
  -33:80:-17:9:8, -32:80:-17:9:8, -31:80:-17:9:8, -30:80:-17:9:8, -29:80:-17:9:8,
  -28:80:-17:9:8, -27:80:-17:9:8, -26:80:-17:9:8, -25:80:-17:9:8, -24:80:-17:9:8,
  -23:80:-17:1, -5:80:-17:1, -3:80:-17:18, -2:80:-17:18, -1:80:-17:18, 0:80:-17:18,
  1:80:-17:17, 2:80:-17:18, 3:80:-17:18, 4:80:-17:18, 7:80:-17:1, -35:80:-16:20, -34:80:-16:9:8,
  -33:80:-16:9:8, -32:80:-16:9:8, -31:80:-16:9:8, -30:80:-16:9:8, -29:80:-16:9:8,
  -28:80:-16:9:8, -27:80:-16:9:8, -26:80:-16:9:8, -25:80:-16:9:8, -24:80:-16:9:8,
  -23:80:-16:20, -5:80:-16:20, -2:80:-16:18, -1:80:-16:18, 0:80:-16:18, 1:80:-16:18,
  2:80:-16:18, 3:80:-16:18, 4:80:-16:18, 7:80:-16:20, -35:80:-15:20, -34:80:-15:9:8,
  -33:80:-15:9:8, -32:80:-15:9:8, -31:80:-15:9:8, -30:80:-15:9:8, -29:80:-15:9:8,
  -28:80:-15:9:8, -27:80:-15:9:8, -26:80:-15:9:8, -25:80:-15:9:8, -24:80:-15:9:8,
  -23:80:-15:20, -5:80:-15:20, -1:80:-15:18, 0:80:-15:18, 1:80:-15:18, 2:80:-15:18,
  3:80:-15:18, 4:80:-15:18, 7:80:-15:20, -35:80:-14:20, -34:80:-14:9:8, -33:80:-14:9:8,
  -32:80:-14:9:8, -31:80:-14:9:8, -30:80:-14:9:8, -29:80:-14:9:8, -28:80:-14:9:8,
  -27:80:-14:9:8, -26:80:-14:9:8, -25:80:-14:9:8, -24:80:-14:9:8, -23:80:-14:20, -5:80:-14:20,
  1:80:-14:18, 2:80:-14:18, 3:80:-14:18, 7:80:-14:20, -35:80:-13:20, -34:80:-13:9:8,
  -33:80:-13:9:8, -32:80:-13:9:8, -31:80:-13:9:8, -30:80:-13:9:8, -29:80:-13:9:8,
  -28:80:-13:9:8, -27:80:-13:9:8, -26:80:-13:9:8, -25:80:-13:9:8, -24:80:-13:9:8,
  -23:80:-13:20, -5:80:-13:20, 7:80:-13:20, -34:80:-12:1, -33:80:-12:9:8, -32:80:-12:9:8,
  -31:80:-12:9:8, -30:80:-12:9:8, -29:80:-12:9:8, -28:80:-12:9:8, -27:80:-12:9:8,
  -26:80:-12:9:8, -25:80:-12:9:8, -24:80:-12:1, -4:80:-12:1, 6:80:-12:1, -33:80:-11:20,
  -32:80:-11:20, -31:80:-11:20, -30:80:-11:20, -29:80:-11:1, -28:80:-11:20, -27:80:-11:20,
  -26:80:-11:20, -25:80:-11:20, -3:80:-11:20, -2:80:-11:20, -1:80:-11:20, 0:80:-11:20,
  1:80:-11:1, 2:80:-11:20, 3:80:-11:20, 4:80:-11:20, 5:80:-11:20, -21:80:-9:44:8,
  -7:80:-9:44:8, -20:80:-8:44, -8:80:-8:44, -20:80:4:44, -8:80:4:44, -21:80:5:44:8,
  -7:80:5:44:8, -33:80:7:20, -32:80:7:20, -31:80:7:20, -30:80:7:20, -29:80:7:1, -28:80:7:20,
  -27:80:7:20, -26:80:7:20, -25:80:7:20, -3:80:7:20, -2:80:7:20, -1:80:7:20, 0:80:7:20,
  1:80:7:1, 2:80:7:20, 3:80:7:20, 4:80:7:20, 5:80:7:20, -34:80:8:1, -24:80:8:1, -4:80:8:1,
  6:80:8:1, -35:80:9:20, -23:80:9:20, -5:80:9:20, 7:80:9:20, -35:80:10:20, -27:80:10:87,
  -23:80:10:20, -5:80:10:20, 7:80:10:20, -35:80:11:20, -23:80:11:20, -5:80:11:20,
  7:80:11:20, -35:80:12:20, -23:80:12:20, -5:80:12:20, 7:80:12:20, -35:80:13:1, -32:80:13:87,
  -31:80:13:87, -23:80:13:1, -5:80:13:1, 3:80:13:121, 7:80:13:1, -35:80:14:20, -32:80:14:87,
  -31:80:14:87, -30:80:14:87, -23:80:14:20, -5:80:14:20, 7:80:14:20, -35:80:15:20,
  -32:80:15:87, -31:80:15:87, -30:80:15:87, -23:80:15:20, -5:80:15:20, 7:80:15:20,
  -35:80:16:20, -23:80:16:20, -5:80:16:20, 7:80:16:20, -35:80:17:20, -23:80:17:20,
  -5:80:17:20, 7:80:17:20, -34:80:18:1, -24:80:18:1, -4:80:18:1, 6:80:18:1, -33:80:19:20,
  -32:80:19:20, -31:80:19:20, -30:80:19:20, -29:80:19:1, -28:80:19:20, -27:80:19:20,
  -26:80:19:20, -25:80:19:20, -3:80:19:20, -2:80:19:20, -1:80:19:20, 0:80:19:20, 1:80:19:1,
  2:80:19:20, 3:80:19:20, 4:80:19:20, 5:80:19:20, -14:81:-36:138, -33:81:-23:20, -32:81:-23:20,
  -31:81:-23:20, -30:81:-23:20, -29:81:-23:1, -28:81:-23:20, -27:81:-23:20, -26:81:-23:20,
  -25:81:-23:20, -3:81:-23:20, -2:81:-23:20, -1:81:-23:20, 0:81:-23:20, 1:81:-23:1,
  2:81:-23:20, 3:81:-23:20, 4:81:-23:20, 5:81:-23:20, -34:81:-22:1, -33:81:-22:9:8,
  -32:81:-22:9:8, -31:81:-22:9:8, -30:81:-22:9:8, -29:81:-22:9:8, -28:81:-22:9:8,
  -27:81:-22:9:8, -26:81:-22:9:8, -25:81:-22:9:8, -24:81:-22:1, -4:81:-22:1, 6:81:-22:1,
  -35:81:-21:20, -34:81:-21:9:8, -33:81:-21:9:8, -32:81:-21:9:8, -31:81:-21:9:8, -30:81:-21:9:8,
  -29:81:-21:9:8, -28:81:-21:9:8, -27:81:-21:9:8, -26:81:-21:9:8, -25:81:-21:9:8,
  -24:81:-21:9:8, -23:81:-21:20, -5:81:-21:20, 2:81:-21:18, 3:81:-21:18, 4:81:-21:18,
  7:81:-21:20, -35:81:-20:20, -34:81:-20:9:8, -33:81:-20:9:8, -32:81:-20:9:8, -31:81:-20:9:8,
  -30:81:-20:9:8, -29:81:-20:9:8, -28:81:-20:9:8, -27:81:-20:9:8, -26:81:-20:9:8,
  -25:81:-20:9:8, -24:81:-20:9:8, -23:81:-20:20, -5:81:-20:20, 1:81:-20:18, 2:81:-20:18,
  3:81:-20:18, 4:81:-20:18, 5:81:-20:18, 7:81:-20:20, -35:81:-19:20, -34:81:-19:9:8,
  -33:81:-19:9:8, -32:81:-19:9:8, -31:81:-19:9:8, -30:81:-19:9:8, -29:81:-19:9:8,
  -28:81:-19:9:8, -27:81:-19:9:8, -26:81:-19:9:8, -25:81:-19:9:8, -24:81:-19:9:8,
  -23:81:-19:20, -5:81:-19:20, 0:81:-19:18, 1:81:-19:18, 2:81:-19:18, 3:81:-19:18,
  4:81:-19:18, 5:81:-19:18, 7:81:-19:20, -35:81:-18:20, -34:81:-18:9:8, -33:81:-18:9:8,
  -32:81:-18:9:8, -31:81:-18:9:8, -30:81:-18:9:8, -29:81:-18:9:8, -28:81:-18:9:8,
  -27:81:-18:9:8, -26:81:-18:9:8, -25:81:-18:9:8, -24:81:-18:9:8, -23:81:-18:20, -5:81:-18:20,
  -1:81:-18:18, 0:81:-18:18, 1:81:-18:18, 2:81:-18:18, 3:81:-18:18, 4:81:-18:18, 5:81:-18:18,
  7:81:-18:20, -35:81:-17:1, -34:81:-17:9:8, -33:81:-17:9:8, -32:81:-17:9:8, -31:81:-17:9:8,
  -30:81:-17:9:8, -29:81:-17:9:8, -28:81:-17:9:8, -27:81:-17:9:8, -26:81:-17:9:8,
  -25:81:-17:9:8, -24:81:-17:9:8, -23:81:-17:1, -5:81:-17:1, -1:81:-17:18, 0:81:-17:18,
  1:81:-17:18, 2:81:-17:18, 3:81:-17:18, 4:81:-17:18, 7:81:-17:1, -35:81:-16:20, -34:81:-16:9:8,
  -33:81:-16:9:8, -32:81:-16:9:8, -31:81:-16:9:8, -30:81:-16:9:8, -29:81:-16:9:8,
  -28:81:-16:9:8, -27:81:-16:9:8, -26:81:-16:9:8, -25:81:-16:9:8, -24:81:-16:9:8,
  -23:81:-16:20, -5:81:-16:20, -1:81:-16:18, 0:81:-16:18, 1:81:-16:18, 2:81:-16:18,
  3:81:-16:18, 4:81:-16:18, 7:81:-16:20, -35:81:-15:20, -34:81:-15:9:8, -33:81:-15:9:8,
  -32:81:-15:9:8, -31:81:-15:9:8, -30:81:-15:9:8, -29:81:-15:9:8, -28:81:-15:9:8,
  -27:81:-15:9:8, -26:81:-15:9:8, -25:81:-15:9:8, -24:81:-15:9:8, -23:81:-15:20, -5:81:-15:20,
  0:81:-15:18, 1:81:-15:18, 2:81:-15:18, 3:81:-15:18, 4:81:-15:18, 7:81:-15:20, -35:81:-14:20,
  -34:81:-14:9:8, -33:81:-14:9:8, -32:81:-14:9:8, -31:81:-14:9:8, -30:81:-14:9:8,
  -29:81:-14:9:8, -28:81:-14:9:8, -27:81:-14:9:8, -26:81:-14:9:8, -25:81:-14:9:8,
  -24:81:-14:9:8, -23:81:-14:20, -5:81:-14:20, 1:81:-14:18, 2:81:-14:18, 3:81:-14:18,
  7:81:-14:20, -35:81:-13:20, -34:81:-13:9:8, -33:81:-13:9:8, -32:81:-13:9:8, -31:81:-13:9:8,
  -30:81:-13:9:8, -29:81:-13:9:8, -28:81:-13:9:8, -27:81:-13:9:8, -26:81:-13:9:8,
  -25:81:-13:9:8, -24:81:-13:9:8, -23:81:-13:20, -5:81:-13:20, 7:81:-13:20, -34:81:-12:1,
  -33:81:-12:9:8, -32:81:-12:9:8, -31:81:-12:9:8, -30:81:-12:9:8, -29:81:-12:9:8,
  -28:81:-12:9:8, -27:81:-12:9:8, -26:81:-12:9:8, -25:81:-12:9:8, -24:81:-12:1, -4:81:-12:1,
  6:81:-12:1, -33:81:-11:20, -32:81:-11:20, -31:81:-11:20, -30:81:-11:20, -29:81:-11:1,
  -28:81:-11:20, -27:81:-11:20, -26:81:-11:20, -25:81:-11:20, -3:81:-11:20, -2:81:-11:20,
  -1:81:-11:20, 0:81:-11:20, 1:81:-11:1, 2:81:-11:20, 3:81:-11:20, 4:81:-11:20, 5:81:-11:20,
  -22:81:-10:44:8, -6:81:-10:44:8, -21:81:-9:44, -7:81:-9:44, -48:81:-2:138, 20:81:-2:138,
  -21:81:5:44, -7:81:5:44, -22:81:6:44:8, -6:81:6:44:8, -33:81:7:20, -32:81:7:20,
  -31:81:7:20, -30:81:7:20, -29:81:7:1, -28:81:7:20, -27:81:7:20, -26:81:7:20, -25:81:7:20,
  -3:81:7:20, -2:81:7:20, -1:81:7:20, 0:81:7:20, 1:81:7:1, 2:81:7:20, 3:81:7:20, 4:81:7:20,
  5:81:7:20, -34:81:8:1, -24:81:8:1, -4:81:8:1, 6:81:8:1, -35:81:9:20, -23:81:9:20,
  -5:81:9:20, 7:81:9:20, -35:81:10:20, -28:81:10:87, -27:81:10:87, -23:81:10:20, -5:81:10:20,
  7:81:10:20, -35:81:11:20, -28:81:11:87, -27:81:11:87, -23:81:11:20, -5:81:11:20,
  7:81:11:20, -35:81:12:20, -33:81:12:87, -32:81:12:87, -23:81:12:20, -5:81:12:20,
  7:81:12:20, -35:81:13:1, -33:81:13:87, -32:81:13:87, -23:81:13:1, -5:81:13:1, 7:81:13:1,
  -35:81:14:20, -33:81:14:87, -32:81:14:87, -31:81:14:87, -23:81:14:20, -5:81:14:20,
  7:81:14:20, -35:81:15:20, -32:81:15:87, -23:81:15:20, -5:81:15:20, 7:81:15:20, -35:81:16:20,
  -23:81:16:20, -5:81:16:20, 7:81:16:20, -35:81:17:20, -23:81:17:20, -5:81:17:20,
  7:81:17:20, -34:81:18:1, -24:81:18:1, -4:81:18:1, 6:81:18:1, -33:81:19:20, -32:81:19:20,
  -31:81:19:20, -30:81:19:20, -29:81:19:1, -28:81:19:20, -27:81:19:20, -26:81:19:20,
  -25:81:19:20, -3:81:19:20, -2:81:19:20, -1:81:19:20, 0:81:19:20, 1:81:19:1, 2:81:19:20,
  3:81:19:20, 4:81:19:20, 5:81:19:20, -14:81:32:138, -33:82:-23:20, -32:82:-23:20,
  -31:82:-23:20, -30:82:-23:20, -29:82:-23:1, -28:82:-23:20, -27:82:-23:20, -26:82:-23:20,
  -25:82:-23:20, -3:82:-23:20, -2:82:-23:20, -1:82:-23:20, 0:82:-23:20, 1:82:-23:1,
  2:82:-23:20, 3:82:-23:20, 4:82:-23:20, 5:82:-23:20, -34:82:-22:1, -33:82:-22:9,
  -32:82:-22:9, -31:82:-22:9, -30:82:-22:9, -29:82:-22:9, -28:82:-22:9, -27:82:-22:9,
  -26:82:-22:9, -25:82:-22:9, -24:82:-22:1, -4:82:-22:1, 6:82:-22:1, -35:82:-21:20,
  -34:82:-21:9, -33:82:-21:9, -32:82:-21:9, -31:82:-21:9, -30:82:-21:9, -29:82:-21:9,
  -28:82:-21:9, -27:82:-21:9, -26:82:-21:9, -25:82:-21:9, -24:82:-21:9, -23:82:-21:20,
  -5:82:-21:20, 7:82:-21:20, -35:82:-20:20, -34:82:-20:9, -33:82:-20:9, -32:82:-20:9,
  -31:82:-20:9, -30:82:-20:9, -29:82:-20:9, -28:82:-20:9, -27:82:-20:9, -26:82:-20:9,
  -25:82:-20:9, -24:82:-20:9, -23:82:-20:20, -5:82:-20:20, 3:82:-20:18, 7:82:-20:20,
  -35:82:-19:20, -34:82:-19:9, -33:82:-19:9, -32:82:-19:9, -31:82:-19:9, -30:82:-19:9,
  -29:82:-19:9, -28:82:-19:9, -27:82:-19:9, -26:82:-19:9, -25:82:-19:9, -24:82:-19:9,
  -23:82:-19:20, -5:82:-19:20, 0:82:-19:18, 1:82:-19:18, 2:82:-19:18, 3:82:-19:18,
  4:82:-19:18, 7:82:-19:20, -35:82:-18:20, -34:82:-18:9, -33:82:-18:9, -32:82:-18:9,
  -31:82:-18:9, -30:82:-18:9, -29:82:-18:9, -28:82:-18:9, -27:82:-18:9, -26:82:-18:9,
  -25:82:-18:9, -24:82:-18:9, -23:82:-18:20, -5:82:-18:20, -1:82:-18:18, 0:82:-18:18,
  1:82:-18:18, 2:82:-18:18, 3:82:-18:18, 7:82:-18:20, -35:82:-17:1, -34:82:-17:9,
  -33:82:-17:9, -32:82:-17:9, -31:82:-17:9, -30:82:-17:9, -29:82:-17:9, -28:82:-17:9,
  -27:82:-17:9, -26:82:-17:9, -25:82:-17:9, -24:82:-17:9, -23:82:-17:1, -5:82:-17:1,
  -1:82:-17:18, 0:82:-17:18, 1:82:-17:18, 2:82:-17:18, 3:82:-17:18, 7:82:-17:1, -35:82:-16:20,
  -34:82:-16:9, -33:82:-16:9, -32:82:-16:9, -31:82:-16:9, -30:82:-16:9, -29:82:-16:9,
  -28:82:-16:9, -27:82:-16:9, -26:82:-16:9, -25:82:-16:9, -24:82:-16:9, -23:82:-16:20,
  -5:82:-16:20, -1:82:-16:18, 0:82:-16:18, 1:82:-16:18, 2:82:-16:18, 3:82:-16:18,
  7:82:-16:20, -35:82:-15:20, -34:82:-15:9, -33:82:-15:9, -32:82:-15:9, -31:82:-15:9,
  -30:82:-15:9, -29:82:-15:9, -28:82:-15:9, -27:82:-15:9, -26:82:-15:9, -25:82:-15:9,
  -24:82:-15:9, -23:82:-15:20, -5:82:-15:20, 0:82:-15:18, 1:82:-15:18, 2:82:-15:18,
  7:82:-15:20, -35:82:-14:20, -34:82:-14:9, -33:82:-14:9, -32:82:-14:9, -31:82:-14:9,
  -30:82:-14:9, -29:82:-14:9, -28:82:-14:9, -27:82:-14:9, -26:82:-14:9, -25:82:-14:9,
  -24:82:-14:9, -23:82:-14:20, -5:82:-14:20, 7:82:-14:20, -35:82:-13:20, -34:82:-13:9,
  -33:82:-13:9, -32:82:-13:9, -31:82:-13:9, -30:82:-13:9, -29:82:-13:9, -28:82:-13:9,
  -27:82:-13:9, -26:82:-13:9, -25:82:-13:9, -24:82:-13:9, -23:82:-13:20, -5:82:-13:20,
  7:82:-13:20, -34:82:-12:1, -33:82:-12:9, -32:82:-12:9, -31:82:-12:9, -30:82:-12:9,
  -29:82:-12:9, -28:82:-12:9, -27:82:-12:9, -26:82:-12:9, -25:82:-12:9, -24:82:-12:1,
  -4:82:-12:1, 6:82:-12:1, -33:82:-11:20, -32:82:-11:20, -31:82:-11:20, -30:82:-11:20,
  -29:82:-11:1, -28:82:-11:20, -27:82:-11:20, -26:82:-11:20, -25:82:-11:20, -3:82:-11:20,
  -2:82:-11:20, -1:82:-11:20, 0:82:-11:20, 1:82:-11:1, 2:82:-11:20, 3:82:-11:20, 4:82:-11:20,
  5:82:-11:20, -22:82:-10:43, -6:82:-10:43, -22:82:6:43, -6:82:6:43, -33:82:7:20,
  -32:82:7:20, -31:82:7:20, -30:82:7:20, -29:82:7:1, -28:82:7:20, -27:82:7:20, -26:82:7:20,
  -25:82:7:20, -3:82:7:20, -2:82:7:20, -1:82:7:20, 0:82:7:20, 1:82:7:1, 2:82:7:20,
  3:82:7:20, 4:82:7:20, 5:82:7:20, -34:82:8:1, -24:82:8:1, -4:82:8:1, 6:82:8:1, -35:82:9:20,
  -23:82:9:20, -5:82:9:20, 7:82:9:20, -35:82:10:20, -30:82:10:87, -29:82:10:87, -28:82:10:87,
  -27:82:10:87, -26:82:10:87, -23:82:10:20, -5:82:10:20, 7:82:10:20, -35:82:11:20,
  -30:82:11:87, -29:82:11:87, -28:82:11:87, -27:82:11:87, -26:82:11:87, -23:82:11:20,
  -5:82:11:20, 7:82:11:20, -35:82:12:20, -29:82:12:87, -28:82:12:87, -27:82:12:87,
  -23:82:12:20, -5:82:12:20, 7:82:12:20, -35:82:13:1, -23:82:13:1, -5:82:13:1, 7:82:13:1,
  -35:82:14:20, -23:82:14:20, -5:82:14:20, 7:82:14:20, -35:82:15:20, -23:82:15:20,
  -5:82:15:20, 7:82:15:20, -35:82:16:20, -23:82:16:20, -5:82:16:20, 7:82:16:20, -35:82:17:20,
  -23:82:17:20, -5:82:17:20, 7:82:17:20, -34:82:18:1, -24:82:18:1, -4:82:18:1, 6:82:18:1,
  -33:82:19:20, -32:82:19:20, -31:82:19:20, -30:82:19:20, -29:82:19:1, -28:82:19:20,
  -27:82:19:20, -26:82:19:20, -25:82:19:20, -3:82:19:20, -2:82:19:20, -1:82:19:20,
  0:82:19:20, 1:82:19:1, 2:82:19:20, 3:82:19:20, 4:82:19:20, 5:82:19:20, -32:83:-23:20,
  -31:83:-23:20, -30:83:-23:20, -29:83:-23:1, -28:83:-23:20, -27:83:-23:20, -26:83:-23:20,
  -2:83:-23:20, -1:83:-23:20, 0:83:-23:20, 1:83:-23:1, 2:83:-23:20, 3:83:-23:20, 4:83:-23:20,
  -34:83:-22:1, -33:83:-22:1, -25:83:-22:1, -24:83:-22:1, -4:83:-22:1, -3:83:-22:1,
  5:83:-22:1, 6:83:-22:1, -34:83:-21:1, -24:83:-21:1, -4:83:-21:1, 6:83:-21:1, -35:83:-20:20,
  -23:83:-20:20, -5:83:-20:20, 7:83:-20:20, -35:83:-19:20, -23:83:-19:20, -5:83:-19:20,
  7:83:-19:20, -35:83:-18:20, -23:83:-18:20, -5:83:-18:20, 1:83:-18:18, 7:83:-18:20,
  -35:83:-17:1, -23:83:-17:1, -5:83:-17:1, 0:83:-17:18, 2:83:-17:18, 7:83:-17:1, -35:83:-16:20,
  -23:83:-16:20, -5:83:-16:20, 1:83:-16:18, 7:83:-16:20, -35:83:-15:20, -23:83:-15:20,
  -5:83:-15:20, 7:83:-15:20, -35:83:-14:20, -23:83:-14:20, -5:83:-14:20, 7:83:-14:20,
  -34:83:-13:1, -24:83:-13:1, -4:83:-13:1, 6:83:-13:1, -34:83:-12:1, -33:83:-12:1,
  -25:83:-12:1, -24:83:-12:1, -4:83:-12:1, -3:83:-12:1, 5:83:-12:1, 6:83:-12:1, -32:83:-11:20,
  -31:83:-11:20, -30:83:-11:20, -29:83:-11:1, -28:83:-11:20, -27:83:-11:20, -26:83:-11:20,
  -23:83:-11:43, -5:83:-11:43, -2:83:-11:20, -1:83:-11:20, 0:83:-11:20, 1:83:-11:1,
  2:83:-11:20, 3:83:-11:20, 4:83:-11:20, -32:83:7:20, -31:83:7:20, -30:83:7:20, -29:83:7:1,
  -28:83:7:20, -27:83:7:20, -26:83:7:20, -23:83:7:43, -5:83:7:43, -2:83:7:20, -1:83:7:20,
  0:83:7:20, 1:83:7:1, 2:83:7:20, 3:83:7:20, 4:83:7:20, -34:83:8:1, -33:83:8:1, -25:83:8:1,
  -24:83:8:1, -4:83:8:1, -3:83:8:1, 5:83:8:1, 6:83:8:1, -34:83:9:1, -24:83:9:1, -4:83:9:1,
  6:83:9:1, -35:83:10:20, -29:83:10:87, -28:83:10:87, -27:83:10:87, -23:83:10:20,
  -5:83:10:20, 7:83:10:20, -35:83:11:20, -29:83:11:87, -27:83:11:87, -23:83:11:20,
  -5:83:11:20, 7:83:11:20, -35:83:12:20, -23:83:12:20, -5:83:12:20, 7:83:12:20, -35:83:13:1,
  -23:83:13:1, -5:83:13:1, 7:83:13:1, -35:83:14:20, -23:83:14:20, -5:83:14:20, 7:83:14:20,
  -35:83:15:20, -23:83:15:20, -5:83:15:20, 7:83:15:20, -35:83:16:20, -23:83:16:20,
  -5:83:16:20, 7:83:16:20, -34:83:17:1, -24:83:17:1, -4:83:17:1, 6:83:17:1, -34:83:18:1,
  -33:83:18:1, -25:83:18:1, -24:83:18:1, -4:83:18:1, -3:83:18:1, 5:83:18:1, 6:83:18:1,
  -32:83:19:20, -31:83:19:20, -30:83:19:20, -29:83:19:1, -28:83:19:20, -27:83:19:20,
  -26:83:19:20, -2:83:19:20, -1:83:19:20, 0:83:19:20, 1:83:19:1, 2:83:19:20, 3:83:19:20,
  4:83:19:20, -32:84:-22:1, -31:84:-22:1, -30:84:-22:1, -29:84:-22:1, -28:84:-22:1,
  -27:84:-22:1, -26:84:-22:1, -2:84:-22:1, -1:84:-22:1, 0:84:-22:1, 1:84:-22:1, 2:84:-22:1,
  3:84:-22:1, 4:84:-22:1, -33:84:-21:1, -32:84:-21:1, -26:84:-21:1, -25:84:-21:1,
  -3:84:-21:1, -2:84:-21:1, 4:84:-21:1, 5:84:-21:1, -34:84:-20:1, -33:84:-20:1, -25:84:-20:1,
  -24:84:-20:1, -4:84:-20:1, -3:84:-20:1, 5:84:-20:1, 6:84:-20:1, -34:84:-19:1, -24:84:-19:1,
  -4:84:-19:1, 6:84:-19:1, -34:84:-18:1, -24:84:-18:1, -4:84:-18:1, 6:84:-18:1, -34:84:-17:1,
  -24:84:-17:1, -4:84:-17:1, 6:84:-17:1, -34:84:-16:1, -24:84:-16:1, -4:84:-16:1,
  6:84:-16:1, -34:84:-15:1, -24:84:-15:1, -4:84:-15:1, 6:84:-15:1, -34:84:-14:1, -33:84:-14:1,
  -25:84:-14:1, -24:84:-14:1, -4:84:-14:1, -3:84:-14:1, 5:84:-14:1, 6:84:-14:1, -33:84:-13:1,
  -32:84:-13:1, -26:84:-13:1, -25:84:-13:1, -3:84:-13:1, -2:84:-13:1, 4:84:-13:1,
  5:84:-13:1, -32:84:-12:1, -31:84:-12:1, -30:84:-12:1, -29:84:-12:1, -28:84:-12:1,
  -27:84:-12:1, -26:84:-12:1, -24:84:-12:43, -4:84:-12:43, -2:84:-12:1, -1:84:-12:1,
  0:84:-12:1, 1:84:-12:1, 2:84:-12:1, 3:84:-12:1, 4:84:-12:1, -23:84:-11:44, -5:84:-11:44,
  -23:84:7:44, -5:84:7:44, -32:84:8:1, -31:84:8:1, -30:84:8:1, -29:84:8:1, -28:84:8:1,
  -27:84:8:1, -26:84:8:1, -24:84:8:43, -4:84:8:43, -2:84:8:1, -1:84:8:1, 0:84:8:1,
  1:84:8:1, 2:84:8:1, 3:84:8:1, 4:84:8:1, -33:84:9:1, -25:84:9:1, -3:84:9:1, 5:84:9:1,
  -34:84:10:1, -24:84:10:1, -4:84:10:1, 6:84:10:1, -34:84:11:1, -24:84:11:1, -4:84:11:1,
  6:84:11:1, -34:84:12:1, -24:84:12:1, -4:84:12:1, 6:84:12:1, -34:84:13:1, -24:84:13:1,
