Blocks: '[72:58:80:20, -2:70:-6:1:1, -1:70:-6:3:1, -3:70:-5:1:1, -2:70:-5:1:1, -1:70:-5:3:1,
  0:70:-5:172, 1:70:-5:172, -3:70:-4:1:1, -2:70:-4:1:1, -1:70:-4:172, 0:70:-4:172,
  1:70:-4:172, 2:70:-4:172, 3:70:-4:172, -3:70:-3:1:1, -2:70:-3:172, -1:70:-3:172,
  -8:76:-3:172, -7:76:-3:172, -6:76:-3:172, -5:76:-3:172, -4:76:-3:172, -3:76:-3:172,
  -2:76:-3:172, -1:76:-3:172, 0:76:-3:172, 1:76:-3:172, 2:76:-3:172, 3:76:-3:172,
  4:76:-3:172, 5:76:-3:172, 6:76:-3:172, 7:76:-3:172, 8:76:-3:172, 9:76:-3:172, 10:76:-3:172,
  11:76:-3:172, 12:76:-3:172, -12:76:-2:172, -11:76:-2:172, -10:76:-2:172, -9:76:-2:172,
  -8:76:-2:172, -7:76:-2:172, -6:76:-2:172, -5:76:-2:172, -4:76:-2:172, -3:76:-2:172,
  -2:76:-2:172, -1:76:-2:172, 0:76:-2:172, 1:76:-2:172, 2:76:-2:172, 3:76:-2:172,
  4:76:-2:172, 5:76:-2:172, 6:76:-2:172, 7:76:-2:172, 8:76:-2:172, 9:76:-2:172, 10:76:-2:172,
  11:76:-2:172, 12:76:-2:172, -12:76:-1:172, -11:76:-1:172, -10:76:-1:172, -9:76:-1:172,
  -8:76:-1:172, -7:76:-1:172, -6:76:-1:172, -5:76:-1:172, -4:76:-1:172, -3:76:-1:172,
  -2:76:-1:172, -1:76:-1:172, 0:76:-1:172, 1:76:-1:172, 2:76:-1:172, 3:76:-1:172,
  4:76:-1:172, 5:76:-1:172, 6:76:-1:172, 7:76:-1:172, 8:76:-1:172, 9:76:-1:172, 10:76:-1:172,
  11:76:-1:172, 12:76:-1:172, -12:76:0:172, -11:76:0:172, -10:76:0:172, -9:76:0:172,
  -8:76:0:172, -7:76:0:172, -6:76:0:172, -5:76:0:172, -4:76:0:172, -3:76:0:172, -2:76:0:172,
  -1:76:0:172, 0:76:0:172, 1:76:0:172, 2:76:0:172, 3:76:0:172, 4:76:0:172, 5:76:0:172,
  6:76:0:172, 7:76:0:172, 8:76:0:172, 9:76:0:172, 10:76:0:172, 11:76:0:172, 12:76:0:172,
  -12:76:1:172, -11:76:1:172, -10:76:1:172, -9:76:1:172, -8:76:1:172, -7:76:1:172,
  -6:76:1:172, -5:76:1:172, -4:76:1:172, -3:76:1:172, -2:76:1:172, -1:76:1:172, 0:76:1:172,
  1:76:1:172, 2:76:1:172, 3:76:1:172, 4:76:1:172, 5:76:1:172, 6:76:1:172, 7:76:1:172,
  8:76:1:172, 9:76:1:172, 10:76:1:172, 11:76:1:172, 12:76:1:172, -12:76:2:172, -11:76:2:172,
  -10:76:2:172, -9:76:2:172, -8:76:2:172, -7:76:2:172, -6:76:2:172, -5:76:2:172, -4:76:2:172,
  -3:76:2:172, -2:76:2:172, -1:76:2:172, 0:76:2:172, 1:76:2:172, 2:76:2:172, 3:76:2:172,
  4:76:2:172, 5:76:2:172, 6:76:2:172, 7:76:2:172, 8:76:2:172, 9:76:2:172, 10:76:2:172,
  11:76:2:172, 12:76:2:172, -12:76:3:172, -11:76:3:172, -10:76:3:172, -9:76:3:172,
  -8:76:3:1, -7:76:3:1, -6:76:3:172, -5:76:3:172, -4:76:3:172, -3:76:3:172, -2:76:3:172,
  -1:76:3:172, 0:76:3:172, 1:76:3:172, 2:76:3:172, 3:76:3:172, 4:76:3:172, 5:76:3:172,
  6:76:3:172, 7:76:3:172, 8:76:3:172, 9:76:3:1, 10:76:3:172, 11:76:3:172, -12:76:4:172,
  -11:76:4:172, -10:76:4:172, -9:76:4:172, -5:76:4:172, -4:76:4:172, -3:76:4:172,
  -2:76:4:172, -1:76:4:172, 0:76:4:172, 1:76:4:172, 2:76:4:172, 3:76:4:172, 4:76:4:172,
  5:76:4:172, 10:76:4:172, 11:76:4:172, -12:76:5:172, -11:76:5:172, -10:76:5:172,
  -4:76:5:172, -3:76:5:172, -2:76:5:172, -1:76:5:172, 0:76:5:172, 1:76:5:172, 2:76:5:172,
  3:76:5:172, 4:76:5:172, 11:76:5:172, -11:76:6:172, -3:76:6:172, -2:76:6:172, -1:76:6:172,
  0:76:6:172, 1:76:6:172, 2:76:6:172, 3:76:6:172, 11:76:6:172, -3:76:7:172, -2:76:7:172,
  -1:76:7:172, 0:76:7:172, 1:76:7:172, 2:76:7:172, 3:76:7:172, -3:76:8:172, -2:76:8:172,
  -1:76:8:172, 0:76:8:172, 1:76:8:172, 2:76:8:172, 3:76:8:172, -3:76:9:1, -2:76:9:172,
  -1:76:9:172, 0:76:9:172, 1:76:9:172, 2:76:9:172, 3:76:9:172, 4:76:9:172, -4:76:10:172,
  -3:76:10:172, -2:76:10:172, -1:76:10:172, 0:76:10:172, 1:76:10:172, 2:76:10:172,
  3:76:10:172, 4:76:10:172, 5:76:10:172, -6:76:11:1, -5:76:11:172, -4:76:11:172, -3:76:11:172,
  -2:76:11:172, -1:76:11:172, 0:76:11:172, 1:76:11:172, 2:76:11:172, 3:76:11:172,
  4:76:11:172, 5:76:11:172, 6:76:11:172, 7:76:11:1, -2:76:12:172, -1:76:12:172, 0:76:12:172,
  1:76:12:172, 2:76:12:172, 3:76:12:172, 4:76:12:172, 5:76:12:172, -2:77:-13:172,
  -1:77:-13:172, 0:77:-13:172, -5:77:-12:172, -4:77:-12:172, -3:77:-12:172, -2:77:-12:172,
  -1:77:-12:172, 0:77:-12:172, 1:77:-12:172, 2:77:-12:172, 3:77:-12:172, 4:77:-12:172,
  -7:77:-11:172, -6:77:-11:172, -5:77:-11:172, -4:77:-11:172, -3:77:-11:172, -2:77:-11:172,
  -1:77:-11:172, 0:77:-11:172, 1:77:-11:172, 2:77:-11:172, 3:77:-11:172, 4:77:-11:172,
  5:77:-11:172, 6:77:-11:172, 7:77:-11:1, 8:77:-11:172, -5:77:-10:14, -4:77:-10:172,
  -3:77:-10:172, -2:77:-10:172, -1:77:-10:172, 0:77:-10:172, 1:77:-10:172, 2:77:-10:172,
  3:77:-10:172, 4:77:-10:3:1, -4:77:-9:1, -3:77:-9:172, -2:77:-9:172, -1:77:-9:172,
  0:77:-9:172, 1:77:-9:172, 2:77:-9:172, 3:77:-9:3:1, -11:77:-8:172, -4:77:-8:172,
  -3:77:-8:172, -2:77:-8:172, -1:77:-8:172, 0:77:-8:172, 1:77:-8:172, 2:77:-8:172,
  3:77:-8:172, -11:77:-7:1, -3:77:-7:172, -2:77:-7:172, -1:77:-7:172, 0:77:-7:172,
  1:77:-7:172, 2:77:-7:172, 3:77:-7:172, 11:77:-7:1, -11:77:-6:1, -3:77:-6:172, -2:77:-6:172,
  -1:77:-6:172, 0:77:-6:172, 1:77:-6:172, 2:77:-6:172, 3:77:-6:172, 11:77:-6:172,
  -11:77:-5:172, -4:77:-5:172, -3:77:-5:172, -2:77:-5:172, -1:77:-5:172, 0:77:-5:172,
  1:77:-5:172, 2:77:-5:172, 3:77:-5:172, 4:77:-5:172, 10:77:-5:172, 11:77:-5:172,
  12:77:-5:172, -12:77:-4:172, -11:77:-4:172, -10:77:-4:172, -5:77:-4:172, -4:77:-4:172,
  -3:77:-4:172, -2:77:-4:172, -1:77:-4:172, 0:77:-4:172, 1:77:-4:172, 2:77:-4:172,
  3:77:-4:172, 4:77:-4:172, 5:77:-4:1, 8:77:-4:172, 9:77:-4:172, 10:77:-4:172, 11:77:-4:172,
  12:77:-4:172, -12:77:-3:172, -11:77:-3:172, -10:77:-3:172, -9:77:-3:172, -8:77:-3:172,
  -7:77:-3:172, -6:77:-3:172, -5:77:-3:172, -4:77:-3:172, -3:77:-3:172, -2:77:-3:172,
  -1:77:-3:172, 0:77:-3:172, 1:77:-3:172, 2:77:-3:172, 3:77:-3:172, 4:77:-3:172, 5:77:-3:172,
  6:77:-3:1, 7:77:-3:172, 8:77:-3:172, 9:77:-3:172, 10:77:-3:172, 11:77:-3:172, 12:77:-3:172,
  -12:77:-2:172, -11:77:-2:172, -10:77:-2:172, -9:77:-2:172, -8:77:-2:172, -7:77:-2:172,
  -6:77:-2:172, -5:77:-2:172, -4:77:-2:172, -3:77:-2:172, -2:77:-2:172, -1:77:-2:172,
  0:77:-2:172, 1:77:-2:172, 2:77:-2:172, 3:77:-2:172, 4:77:-2:172, 5:77:-2:172, 6:77:-2:172,
  7:77:-2:172, 8:77:-2:172, 9:77:-2:172, 10:77:-2:172, 11:77:-2:172, 12:77:-2:172,
  13:77:-2:172, -13:77:-1:172, -12:77:-1:172, -11:77:-1:172, -10:77:-1:172, -9:77:-1:172,
  -8:77:-1:172, -7:77:-1:172, -6:77:-1:172, -5:77:-1:172, -4:77:-1:172, -3:77:-1:172,
  -2:77:-1:172, -1:77:-1:172, 0:77:-1:172, 1:77:-1:172, 2:77:-1:172, 3:77:-1:172,
  4:77:-1:172, 5:77:-1:172, 6:77:-1:172, 7:77:-1:172, 8:77:-1:172, 9:77:-1:172, 10:77:-1:172,
  11:77:-1:172, 12:77:-1:172, 13:77:-1:172, -13:77:0:172, -12:77:0:172, -11:77:0:172,
  -10:77:0:172, -9:77:0:172, -8:77:0:172, -7:77:0:172, -6:77:0:172, -5:77:0:172, -4:77:0:172,
  -3:77:0:172, -2:77:0:172, -1:77:0:172, 0:77:0:172, 1:77:0:172, 2:77:0:172, 3:77:0:172,
  4:77:0:172, 5:77:0:172, 6:77:0:172, 7:77:0:172, 8:77:0:172, 9:77:0:172, 10:77:0:172,
  11:77:0:172, 12:77:0:172, 13:77:0:172, -13:77:1:172, -12:77:1:172, -11:77:1:172,
  -10:77:1:172, -9:77:1:172, -8:77:1:172, -7:77:1:172, -6:77:1:172, -5:77:1:172, -4:77:1:172,
  -3:77:1:172, -2:77:1:172, -1:77:1:172, 0:77:1:172, 1:77:1:172, 2:77:1:172, 3:77:1:172,
  4:77:1:172, 5:77:1:172, 6:77:1:172, 7:77:1:172, 8:77:1:172, 9:77:1:172, 10:77:1:172,
  11:77:1:172, 12:77:1:172, -13:77:2:172, -12:77:2:172, -11:77:2:172, -10:77:2:172,
  -9:77:2:172, -8:77:2:172, -7:77:2:172, -6:77:2:172, -5:77:2:172, -4:77:2:172, -3:77:2:172,
  -2:77:2:172, -1:77:2:172, 0:77:2:172, 1:77:2:172, 2:77:2:172, 3:77:2:172, 4:77:2:172,
  5:77:2:172, 6:77:2:172, 7:77:2:172, 8:77:2:172, 9:77:2:172, 10:77:2:172, 11:77:2:172,
  12:77:2:172, -12:77:3:172, -11:77:3:172, -10:77:3:172, -9:77:3:172, -8:77:3:172,
  -7:77:3:1, -6:77:3:172, -5:77:3:172, -4:77:3:172, -3:77:3:172, -2:77:3:172, -1:77:3:172,
  0:77:3:172, 1:77:3:172, 2:77:3:172, 3:77:3:172, 4:77:3:172, 5:77:3:172, 6:77:3:172,
  7:77:3:172, 8:77:3:1, 9:77:3:1, 10:77:3:172, 11:77:3:172, 12:77:3:172, -12:77:4:172,
  -11:77:4:172, -10:77:4:172, -9:77:4:172, -8:77:4:1, -5:77:4:172, -4:77:4:172, -3:77:4:172,
  -2:77:4:172, -1:77:4:172, 0:77:4:172, 1:77:4:172, 2:77:4:172, 3:77:4:172, 4:77:4:172,
  5:77:4:172, 8:77:4:1, 10:77:4:172, 11:77:4:172, 12:77:4:172, -12:77:5:172, -11:77:5:172,
  -10:77:5:172, -4:77:5:172, -3:77:5:172, -2:77:5:172, -1:77:5:172, 0:77:5:172, 1:77:5:172,
  2:77:5:172, 3:77:5:172, 4:77:5:172, 11:77:5:172, -11:77:6:172, -3:77:6:172, -2:77:6:172,
  -1:77:6:172, 0:77:6:172, 1:77:6:172, 2:77:6:172, 3:77:6:172, 11:77:6:172, -11:77:7:172,
  -3:77:7:172, -2:77:7:172, -1:77:7:172, 0:77:7:172, 1:77:7:172, 2:77:7:172, 3:77:7:172,
  11:77:7:172, -3:77:8:172, -2:77:8:172, -1:77:8:172, 0:77:8:172, 1:77:8:172, 2:77:8:172,
  3:77:8:172, 4:77:8:172, 11:77:8:172, -3:77:9:1, -2:77:9:172, -1:77:9:172, 0:77:9:172,
  1:77:9:172, 2:77:9:172, 3:77:9:172, 4:77:9:172, 10:77:9:1, -4:77:10:172, -3:77:10:172,
  -2:77:10:172, -1:77:10:172, 0:77:10:172, 1:77:10:172, 2:77:10:172, 3:77:10:172,
  4:77:10:172, 5:77:10:172, -8:77:11:172, -7:77:11:1, -6:77:11:1, -5:77:11:172, -4:77:11:172,
  -3:77:11:172, -2:77:11:172, -1:77:11:172, 0:77:11:172, 1:77:11:172, 2:77:11:172,
  3:77:11:172, 4:77:11:172, 5:77:11:172, 6:77:11:172, 7:77:11:1, 8:77:11:1, -4:77:12:172,
  -3:77:12:172, -2:77:12:172, -1:77:12:172, 0:77:12:172, 1:77:12:172, 2:77:12:172,
  3:77:12:172, 4:77:12:172, 5:77:12:172, -1:77:13:172, 0:77:13:172, -1:78:-14:172,
  0:78:-14:172, 1:78:-14:172, 2:78:-14:172, -3:78:-13:172, -2:78:-13:3:1, -1:78:-13:172,
  0:78:-13:172, 1:78:-13:172, 2:78:-13:172, 3:78:-13:172, 4:78:-13:172, -6:78:-12:172,
  -5:78:-12:3:1, -4:78:-12:172, -3:78:-12:172, -2:78:-12:172, -1:78:-12:172, 0:78:-12:172,
  1:78:-12:172, 2:78:-12:172, 3:78:-12:172, 4:78:-12:172, 5:78:-12:172, 6:78:-12:1,
  -8:78:-11:172, -7:78:-11:172, -6:78:-11:172, -5:78:-11:172, -4:78:-11:172, -3:78:-11:172,
  -2:78:-11:172, -1:78:-11:172, 0:78:-11:172, 1:78:-11:172, 2:78:-11:172, 3:78:-11:172,
  4:78:-11:172, 5:78:-11:172, 6:78:-11:172, 7:78:-11:1, 8:78:-11:172, -10:78:-10:172,
  -6:78:-10:172, -5:78:-10:1, -4:78:-10:172, -3:78:-10:172, -2:78:-10:172, -1:78:-10:172,
  0:78:-10:172, 1:78:-10:172, 2:78:-10:172, 3:78:-10:172, 4:78:-10:172, 9:78:-10:172,
  10:78:-10:172, -10:78:-9:172, -4:78:-9:1, -3:78:-9:172, -2:78:-9:172, -1:78:-9:172,
  0:78:-9:172, 1:78:-9:172, 2:78:-9:172, 3:78:-9:172, 4:78:-9:1, -11:78:-8:172, -4:78:-8:172,
  -3:78:-8:172, -2:78:-8:172, -1:78:-8:172, 0:78:-8:172, 1:78:-8:172, 2:78:-8:172,
  3:78:-8:172, 11:78:-8:1, -11:78:-7:1, -3:78:-7:172, -2:78:-7:172, -1:78:-7:172,
  0:78:-7:172, 1:78:-7:172, 2:78:-7:172, 3:78:-7:172, 11:78:-7:1, -12:78:-6:1, -11:78:-6:1,
  -4:78:-6:172, -3:78:-6:172, -2:78:-6:172, -1:78:-6:172, 0:78:-6:172, 1:78:-6:172,
  2:78:-6:172, 3:78:-6:172, 4:78:-6:172, 10:78:-6:172, 11:78:-6:172, 12:78:-6:172,
  -12:78:-5:172, -11:78:-5:172, -4:78:-5:172, -3:78:-5:172, -2:78:-5:172, -1:78:-5:172,
  0:78:-5:172, 1:78:-5:172, 2:78:-5:172, 3:78:-5:172, 4:78:-5:172, 10:78:-5:172, 11:78:-5:172,
  12:78:-5:172, -13:78:-4:172, -12:78:-4:172, -11:78:-4:172, -10:78:-4:172, -9:78:-4:172,
  -6:78:-4:1, -5:78:-4:172, -4:78:-4:172, -3:78:-4:172, -2:78:-4:172, -1:78:-4:172,
  0:78:-4:172, 1:78:-4:172, 2:78:-4:172, 3:78:-4:172, 4:78:-4:172, 5:78:-4:1, 6:78:-4:15,
  8:78:-4:172, 9:78:-4:172, 10:78:-4:172, 11:78:-4:172, 12:78:-4:172, -13:78:-3:172,
  -12:78:-3:172, -11:78:-3:172, -10:78:-3:172, -9:78:-3:172, -8:78:-3:172, -7:78:-3:172,
  -6:78:-3:172, -5:78:-3:172, -4:78:-3:172, -3:78:-3:172, -2:78:-3:172, -1:78:-3:172,
  0:78:-3:172, 1:78:-3:172, 2:78:-3:172, 3:78:-3:172, 4:78:-3:172, 5:78:-3:172, 6:78:-3:172,
  7:78:-3:172, 8:78:-3:172, 9:78:-3:172, 10:78:-3:172, 11:78:-3:172, 12:78:-3:172,
  13:78:-3:172, -14:78:-2:172, -13:78:-2:172, -12:78:-2:172, -11:78:-2:172, -10:78:-2:172,
  -9:78:-2:172, -8:78:-2:172, -7:78:-2:172, -6:78:-2:172, -5:78:-2:172, -4:78:-2:172,
  -3:78:-2:172, -2:78:-2:172, -1:78:-2:172, 0:78:-2:172, 1:78:-2:172, 2:78:-2:172,
  3:78:-2:172, 4:78:-2:172, 5:78:-2:172, 6:78:-2:172, 7:78:-2:172, 8:78:-2:172, 9:78:-2:172,
  10:78:-2:172, 11:78:-2:172, 12:78:-2:172, 13:78:-2:172, -14:78:-1:172, -13:78:-1:172,
  -12:78:-1:172, -11:78:-1:172, -10:78:-1:172, -9:78:-1:172, -8:78:-1:172, -7:78:-1:172,
  -6:78:-1:172, -5:78:-1:172, -4:78:-1:172, -3:78:-1:172, -2:78:-1:172, -1:78:-1:172,
  0:78:-1:172, 1:78:-1:172, 2:78:-1:172, 3:78:-1:172, 4:78:-1:172, 5:78:-1:172, 6:78:-1:172,
  7:78:-1:172, 8:78:-1:172, 9:78:-1:172, 10:78:-1:172, 11:78:-1:172, 12:78:-1:172,
  13:78:-1:172, 14:78:-1:172, -14:78:0:172, -13:78:0:172, -12:78:0:172, -11:78:0:172,
  -10:78:0:172, -9:78:0:172, -8:78:0:172, -7:78:0:172, -6:78:0:172, -5:78:0:172, -4:78:0:172,
  -3:78:0:172, -2:78:0:172, -1:78:0:172, 0:78:0:172, 1:78:0:172, 2:78:0:172, 3:78:0:172,
  4:78:0:172, 5:78:0:172, 6:78:0:172, 7:78:0:172, 8:78:0:172, 9:78:0:172, 10:78:0:172,
  11:78:0:172, 12:78:0:172, 13:78:0:172, 14:78:0:172, -14:78:1:172, -13:78:1:172,
  -12:78:1:172, -11:78:1:172, -10:78:1:172, -9:78:1:172, -8:78:1:172, -7:78:1:172,
  -6:78:1:172, -5:78:1:172, -4:78:1:172, -3:78:1:172, -2:78:1:172, -1:78:1:172, 0:78:1:172,
  1:78:1:172, 2:78:1:172, 3:78:1:172, 4:78:1:172, 5:78:1:172, 6:78:1:172, 7:78:1:172,
  8:78:1:172, 9:78:1:172, 10:78:1:172, 11:78:1:172, 12:78:1:172, 13:78:1:172, 14:78:1:172,
  -13:78:2:172, -12:78:2:172, -11:78:2:172, -10:78:2:172, -9:78:2:172, -8:78:2:172,
  -7:78:2:172, -6:78:2:172, -5:78:2:172, -4:78:2:172, -3:78:2:172, -2:78:2:172, -1:78:2:172,
  0:78:2:172, 1:78:2:172, 2:78:2:172, 3:78:2:172, 4:78:2:172, 5:78:2:172, 6:78:2:172,
  7:78:2:172, 8:78:2:172, 9:78:2:172, 10:78:2:172, 11:78:2:172, 12:78:2:172, 13:78:2:172,
  14:78:2:172, -13:78:3:172, -12:78:3:172, -11:78:3:172, -10:78:3:172, -9:78:3:172,
  -8:78:3:172, -7:78:3:172, -6:78:3:172, -5:78:3:172, -4:78:3:172, -3:78:3:172, -2:78:3:172,
  -1:78:3:172, 0:78:3:172, 1:78:3:172, 2:78:3:172, 3:78:3:172, 4:78:3:172, 5:78:3:172,
  6:78:3:172, 7:78:3:172, 8:78:3:172, 9:78:3:172, 10:78:3:172, 11:78:3:172, 12:78:3:172,
  13:78:3:172, -12:78:4:3:1, -11:78:4:172, -10:78:4:172, -9:78:4:1, -8:78:4:1, -6:78:4:172,
  -5:78:4:172, -4:78:4:172, -3:78:4:172, -2:78:4:172, -1:78:4:172, 0:78:4:172, 1:78:4:172,
  2:78:4:172, 3:78:4:172, 4:78:4:172, 5:78:4:172, 6:78:4:172, 8:78:4:1, 9:78:4:15,
  10:78:4:172, 11:78:4:172, 12:78:4:172, 13:78:4:172, -12:78:5:3:1, -11:78:5:172,
  -10:78:5:172, -4:78:5:172, -3:78:5:172, -2:78:5:172, -1:78:5:172, 0:78:5:172, 1:78:5:172,
  2:78:5:172, 3:78:5:172, 4:78:5:172, 11:78:5:172, 12:78:5:172, -12:78:6:172, -11:78:6:172,
  -10:78:6:172, -4:78:6:172, -3:78:6:172, -2:78:6:172, -1:78:6:172, 0:78:6:172, 1:78:6:172,
  2:78:6:172, 3:78:6:172, 4:78:6:172, 11:78:6:172, 12:78:6:172, -11:78:7:172, -3:78:7:172,
  -2:78:7:172, -1:78:7:172, 0:78:7:172, 1:78:7:172, 2:78:7:172, 3:78:7:172, 11:78:7:172,
  -11:78:8:172, -3:78:8:1, -2:78:8:172, -1:78:8:172, 0:78:8:172, 1:78:8:172, 2:78:8:172,
  3:78:8:172, 4:78:8:172, 11:78:8:172, -4:78:9:15, -3:78:9:172, -2:78:9:172, -1:78:9:172,
  0:78:9:172, 1:78:9:172, 2:78:9:172, 3:78:9:172, 4:78:9:172, 10:78:9:1, -10:78:10:172,
  -9:78:10:172, -4:78:10:172, -3:78:10:172, -2:78:10:172, -1:78:10:172, 0:78:10:172,
  1:78:10:172, 2:78:10:172, 3:78:10:172, 4:78:10:172, 5:78:10:172, 6:78:10:172, 10:78:10:1,
  -8:78:11:172, -7:78:11:1, -6:78:11:1, -5:78:11:172, -4:78:11:172, -3:78:11:172,
  -2:78:11:172, -1:78:11:172, 0:78:11:172, 1:78:11:172, 2:78:11:172, 3:78:11:172,
  4:78:11:172, 5:78:11:172, 6:78:11:172, 7:78:11:1, 8:78:11:1, -6:78:12:172, -5:78:12:172,
  -4:78:12:172, -3:78:12:172, -2:78:12:172, -1:78:12:172, 0:78:12:172, 1:78:12:172,
  2:78:12:172, 3:78:12:172, 4:78:12:172, 5:78:12:172, 6:78:12:172, 7:78:12:1, -4:78:13:172,
  -3:78:13:172, -2:78:13:172, -1:78:13:172, 0:78:13:172, 1:78:13:172, 2:78:13:172,
  3:78:13:172, -2:78:14:172, -1:78:14:172, 0:78:14:172, 1:78:14:172, 0:79:-15:172,
  1:79:-15:172, 2:79:-15:172, -4:79:-14:172, -3:79:-14:172, -2:79:-14:3:1, -1:79:-14:3:1,
  0:79:-14:172, 1:79:-14:172, 2:79:-14:172, 3:79:-14:172, 4:79:-14:172, 5:79:-14:172,
  -7:79:-13:3:1, -6:79:-13:1:1, -5:79:-13:1:1, -4:79:-13:172, -3:79:-13:172, -2:79:-13:172,
  -1:79:-13:172, 0:79:-13:172, 1:79:-13:172, 2:79:-13:172, 3:79:-13:172, 4:79:-13:172,
  5:79:-13:172, -9:79:-12:172, -8:79:-12:3:1, -7:79:-12:3:1, -6:79:-12:172, -5:79:-12:172,
  -4:79:-12:172, -3:79:-12:172, -2:79:-12:172, -1:79:-12:172, 0:79:-12:172, 1:79:-12:172,
  2:79:-12:172, 3:79:-12:172, 4:79:-12:172, 5:79:-12:172, 6:79:-12:1, 7:79:-12:172,
  8:79:-12:172, -9:79:-11:172, -8:79:-11:172, -7:79:-11:172, -6:79:-11:172, -5:79:-11:172,
  -4:79:-11:172, -3:79:-11:172, -2:79:-11:172, -1:79:-11:172, 0:79:-11:172, 1:79:-11:172,
  2:79:-11:172, 3:79:-11:172, 4:79:-11:172, 5:79:-11:172, 6:79:-11:1, 7:79:-11:1,
  8:79:-11:172, 9:79:-11:172, 10:79:-11:172, -11:79:-10:172, -10:79:-10:172, -9:79:-10:1,
  -6:79:-10:172, -5:79:-10:1, -4:79:-10:172, -3:79:-10:172, -2:79:-10:172, -1:79:-10:172,
  0:79:-10:172, 1:79:-10:172, 2:79:-10:172, 3:79:-10:172, 4:79:-10:172, 5:79:-10:172,
  9:79:-10:172, 10:79:-10:172, -11:79:-9:172, -10:79:-9:172, -4:79:-9:14, -3:79:-9:172,
  -2:79:-9:172, -1:79:-9:172, 0:79:-9:172, 1:79:-9:172, 2:79:-9:172, 3:79:-9:172,
  4:79:-9:1, 10:79:-9:172, 11:79:-9:172, 12:79:-9:3:1, -12:79:-8:172, -11:79:-8:172,
  -4:79:-8:14, -3:79:-8:172, -2:79:-8:172, -1:79:-8:172, 0:79:-8:172, 1:79:-8:172,
  2:79:-8:172, 3:79:-8:1, 11:79:-8:1, 12:79:-8:3:1, -12:79:-7:172, -11:79:-7:172,
  -3:79:-7:172, -2:79:-7:172, -1:79:-7:172, 0:79:-7:172, 1:79:-7:172, 2:79:-7:172,
  3:79:-7:172, 10:79:-7:14, 11:79:-7:1, 12:79:-7:1:1, 13:79:-7:1:1, -12:79:-6:1, -11:79:-6:1,
  -4:79:-6:172, -3:79:-6:172, -2:79:-6:172, -1:79:-6:172, 0:79:-6:172, 1:79:-6:172,
  2:79:-6:172, 3:79:-6:172, 4:79:-6:172, 10:79:-6:172, 11:79:-6:172, 12:79:-6:172,
  13:79:-6:1:1, -14:79:-5:172, -13:79:-5:172, -12:79:-5:172, -11:79:-5:172, -10:79:-5:1,
  -4:79:-5:172, -3:79:-5:172, -2:79:-5:172, -1:79:-5:172, 0:79:-5:172, 1:79:-5:172,
  2:79:-5:172, 3:79:-5:172, 4:79:-5:172, 10:79:-5:172, 11:79:-5:172, 12:79:-5:172,
  13:79:-5:1:1, -14:79:-4:172, -13:79:-4:172, -12:79:-4:172, -11:79:-4:172, -10:79:-4:172,
  -9:79:-4:172, -6:79:-4:1, -5:79:-4:172, -4:79:-4:172, -3:79:-4:172, -2:79:-4:172,
  -1:79:-4:172, 0:79:-4:172, 1:79:-4:172, 2:79:-4:172, 3:79:-4:172, 4:79:-4:172, 5:79:-4:1,
  6:79:-4:1, 8:79:-4:172, 9:79:-4:172, 10:79:-4:172, 11:79:-4:172, 12:79:-4:172, 13:79:-4:172,
  14:79:-4:172, -14:79:-3:172, -13:79:-3:172, -12:79:-3:172, -11:79:-3:172, -10:79:-3:172,
  -9:79:-3:172, -8:79:-3:172, -7:79:-3:172, -6:79:-3:1, -5:79:-3:172, -4:79:-3:172,
  -3:79:-3:172, -2:79:-3:172, -1:79:-3:172, 0:79:-3:172, 1:79:-3:172, 2:79:-3:172,
  3:79:-3:172, 4:79:-3:172, 5:79:-3:172, 6:79:-3:172, 7:79:-3:1, 8:79:-3:172, 9:79:-3:172,
  10:79:-3:172, 11:79:-3:172, 12:79:-3:172, 13:79:-3:172, 14:79:-3:172, -14:79:-2:3:1,
  -13:79:-2:172, -12:79:-2:172, -11:79:-2:172, -10:79:-2:172, -9:79:-2:172, -8:79:-2:172,
  -7:79:-2:172, -6:79:-2:172, -5:79:-2:172, -4:79:-2:172, -3:79:-2:172, -2:79:-2:172,
  -1:79:-2:172, 0:79:-2:172, 1:79:-2:172, 2:79:-2:172, 3:79:-2:172, 4:79:-2:172, 5:79:-2:172,
  6:79:-2:172, 7:79:-2:172, 8:79:-2:172, 9:79:-2:172, 10:79:-2:172, 11:79:-2:172,
  12:79:-2:172, 13:79:-2:172, 14:79:-2:172, 15:79:-2:172, -15:79:-1:3:1, -14:79:-1:172,
  -13:79:-1:172, -12:79:-1:172, -11:79:-1:172, -10:79:-1:172, -9:79:-1:172, -8:79:-1:172,
  -7:79:-1:172, -6:79:-1:172, -5:79:-1:172, -4:79:-1:172, -3:79:-1:172, -2:79:-1:172,
  -1:79:-1:172, 0:79:-1:172, 1:79:-1:172, 2:79:-1:172, 3:79:-1:172, 4:79:-1:172, 5:79:-1:172,
  6:79:-1:172, 7:79:-1:172, 8:79:-1:172, 9:79:-1:172, 10:79:-1:172, 11:79:-1:172,
  12:79:-1:172, 13:79:-1:172, 14:79:-1:172, 15:79:-1:172, -15:79:0:3:1, -14:79:0:172,
  -13:79:0:172, -12:79:0:172, -11:79:0:172, -10:79:0:172, -9:79:0:172, -8:79:0:172,
