Blocks: '[-7:45:-7:1, 7:45:-7:1, -7:45:7:1, -7:46:-7:1, -6:46:-7:1, 7:46:-7:1, -7:46:-6:1,
  -26:63:27:20, -25:63:27:20, -24:63:27:20, -23:63:27:44:3, 23:63:27:44:3, 24:63:27:20,
  25:63:27:20, 26:63:27:20, 27:63:27:20, 28:63:27:20, 29:63:27:20, 30:63:27:44:3,
  -29:63:28:44:3, -28:63:28:20, -27:63:28:20, -26:63:28:20, -25:63:28:20, -24:63:28:20,
  -23:63:28:44:3, -3:63:28:18:4, -2:63:28:18:12, -1:63:28:18:12, 1:63:28:18:4, 2:63:28:18:12,
  3:63:28:18:4, 23:63:28:44:3, 24:63:28:20, 25:63:28:20, 26:63:28:20, 27:63:28:20,
  28:63:28:20, 29:63:28:44:3, -28:63:29:44:3, -27:63:29:20, -26:63:29:20, -25:63:29:20,
  -24:63:29:44:3, -23:63:29:44:3, -3:63:29:18:4, -2:63:29:18:12, -1:63:29:18:12, 1:63:29:18:4,
  2:63:29:18:12, 3:63:29:18:12, 23:63:29:44:3, 24:63:29:44:3, 25:63:29:20, 26:63:29:20,
  27:63:29:20, 28:63:29:44:3, -27:63:30:44:3, -26:63:30:44:3, -25:63:30:44:3, -24:63:30:44:3,
  -3:63:30:18:4, -2:63:30:18:4, -1:63:30:18:4, 1:63:30:18:4, 2:63:30:18:4, 3:63:30:18:4,
  24:63:30:44:3, 25:63:30:44:3, 26:63:30:44:3, 27:63:30:44:3, -2:63:33:44:3, -1:63:33:44:3,
  0:63:33:44:3, 1:63:33:44:3, 2:63:33:44:3, -3:63:34:44:3, -2:63:34:20, -1:63:34:20,
  0:63:34:20, 1:63:34:20, 2:63:34:20, 3:63:34:44:3, -3:63:35:44:3, -2:63:35:20, -1:63:35:20,
  0:63:35:20, 1:63:35:20, 2:63:35:20, 3:63:35:44:3, -3:63:36:44:3, -2:63:36:20, -1:63:36:20,
  0:63:36:20, 1:63:36:20, 2:63:36:20, 3:63:36:44:3, -3:63:37:44:3, -2:63:37:20, -1:63:37:20,
  0:63:37:20, 1:63:37:20, 2:63:37:20, 3:63:37:44:3, -3:63:38:44:3, -2:63:38:20, -1:63:38:20,
  0:63:38:20, 1:63:38:20, 2:63:38:20, 3:63:38:44:3, -2:63:39:44:3, -1:63:39:44:3,
  0:63:39:44:3, 1:63:39:44:3, 2:63:39:44:3, -2:64:-30:18:4, 2:64:-30:18:4, -3:64:-29:18:4,
  -2:64:-29:18:4, -1:64:-29:18:4, 1:64:-29:18:12, 2:64:-29:18:12, 3:64:-29:18:4, -2:64:-28:18:4,
  2:64:-28:18:12, -19:64:-24:18:4, 19:64:-24:18:12, -20:64:-23:18:4, -19:64:-23:18:4,
  -18:64:-23:18:4, 18:64:-23:18:4, 19:64:-23:18:12, 20:64:-23:18:4, -19:64:-22:18:4,
  19:64:-22:18:4, -23:64:-20:18:4, 23:64:-20:18:4, -24:64:-19:18:12, -23:64:-19:18:12,
  -22:64:-19:18:4, 22:64:-19:18:4, 23:64:-19:18:4, 24:64:-19:18:4, -23:64:-18:18:4,
  23:64:-18:18:4, -7:64:-7:85, 7:64:-7:85, -29:64:-3:18:4, -2:64:-3:98, -1:64:-3:98,
  0:64:-3:98, 1:64:-3:98, 2:64:-3:98, 29:64:-3:18:4, -30:64:-2:18:4, -29:64:-2:18:12,
  -28:64:-2:18:12, -3:64:-2:98, -2:64:-2:85, 2:64:-2:85, 3:64:-2:98, 28:64:-2:18:4,
  29:64:-2:18:4, 30:64:-2:18:4, -29:64:-1:18:12, -3:64:-1:98, 3:64:-1:98, 29:64:-1:18:4,
  -3:64:0:98, -1:64:0:126:1, 0:64:0:17:1, 3:64:0:98, -29:64:1:18:4, -3:64:1:98, 3:64:1:98,
  29:64:1:18:12, -30:64:2:18:4, -29:64:2:18:4, -28:64:2:18:4, -3:64:2:98, -2:64:2:85,
  2:64:2:85, 3:64:2:98, 28:64:2:18:12, 29:64:2:18:12, 30:64:2:18:4, -29:64:3:18:4,
  -2:64:3:98, -1:64:3:98, 0:64:3:98, 1:64:3:98, 2:64:3:98, 29:64:3:18:4, -7:64:7:85,
  7:64:7:85, -23:64:18:18:4, 23:64:18:18:4, -24:64:19:18:4, -23:64:19:18:4, -22:64:19:18:4,
  22:64:19:18:4, 23:64:19:18:12, 24:64:19:18:12, -23:64:20:18:4, 23:64:20:18:4, -19:64:22:18:4,
  19:64:22:18:4, -20:64:23:18:4, -19:64:23:18:12, -18:64:23:18:4, 18:64:23:18:4, 19:64:23:18:4,
  20:64:23:18:4, -19:64:24:18:12, 19:64:24:18:4, -2:64:28:18:12, 2:64:28:18:4, -3:64:29:18:4,
  -2:64:29:18:12, -1:64:29:18:12, 1:64:29:18:4, 2:64:29:18:4, 3:64:29:18:4, -2:64:30:18:4,
  2:64:30:18:4, -2:65:-30:18:4, 2:65:-30:18:12, -3:65:-29:18:4, -2:65:-29:18:4, -1:65:-29:18:4,
  1:65:-29:18:12, 2:65:-29:18:12, 3:65:-29:18:12, -2:65:-28:18:4, 2:65:-28:18:12,
  -19:65:-24:18:12, 19:65:-24:18:4, -20:65:-23:18:12, -19:65:-23:18:12, -18:65:-23:18:12,
  18:65:-23:18:4, 19:65:-23:18:4, 20:65:-23:18:4, -19:65:-22:18:4, 19:65:-22:18:4,
  -23:65:-20:18:4, 23:65:-20:18:12, -24:65:-19:18:4, -23:65:-19:18:4, -22:65:-19:18:4,
  22:65:-19:18:4, 23:65:-19:18:12, 24:65:-19:18:12, -23:65:-18:18:4, 23:65:-18:18:12,
  -7:65:-7:85, 7:65:-7:85, -29:65:-3:18:12, -2:65:-3:98, -1:65:-3:98, 0:65:-3:98,
  1:65:-3:98, 2:65:-3:98, 29:65:-3:18:4, -30:65:-2:18:12, -29:65:-2:18:12, -28:65:-2:18:12,
  -3:65:-2:98, -2:65:-2:50:5, 2:65:-2:50:5, 3:65:-2:98, 28:65:-2:18:4, 29:65:-2:18:4,
  30:65:-2:18:4, -29:65:-1:18:12, -3:65:-1:98, 3:65:-1:98, 29:65:-1:18:4, -3:65:0:98,
  0:65:0:17:1, 3:65:0:98, -29:65:1:18:4, -3:65:1:98, 0:65:1:126:1, 3:65:1:98, 29:65:1:18:12,
  -30:65:2:18:4, -29:65:2:18:4, -28:65:2:18:4, -3:65:2:98, -2:65:2:50:5, 2:65:2:50:5,
  3:65:2:98, 28:65:2:18:12, 29:65:2:18:12, 30:65:2:18:12, -29:65:3:18:4, -2:65:3:98,
  -1:65:3:98, 0:65:3:98, 1:65:3:98, 2:65:3:98, 29:65:3:18:12, -7:65:7:85, 7:65:7:85,
  -23:65:18:18:12, 23:65:18:18:4, -24:65:19:18:12, -23:65:19:18:12, -22:65:19:18:4,
  22:65:19:18:4, 23:65:19:18:4, 24:65:19:18:4, -23:65:20:18:12, 23:65:20:18:4, -19:65:22:18:4,
  19:65:22:18:4, -20:65:23:18:4, -19:65:23:18:4, -18:65:23:18:4, 18:65:23:18:12, 19:65:23:18:12,
  20:65:23:18:12, -19:65:24:18:4, 19:65:24:18:12, -2:65:28:18:12, 2:65:28:18:4, -3:65:29:18:12,
  -2:65:29:18:12, -1:65:29:18:12, 1:65:29:18:4, 2:65:29:18:4, 3:65:29:18:4, -2:65:30:18:12,
  2:65:30:18:4, -2:66:-29:18:12, 2:66:-29:18:12, -19:66:-23:18:4, 19:66:-23:18:4,
  -23:66:-19:18:4, 23:66:-19:18:4, -8:66:-8:35:14, 8:66:-8:35:14, -7:66:-7:85, 7:66:-7:85,
  -8:66:-6:35:14, 8:66:-6:35:14, -2:66:-3:98, -1:66:-3:98, 0:66:-3:98, 1:66:-3:98,
  2:66:-3:98, -29:66:-2:18:12, -3:66:-2:98, 3:66:-2:98, 29:66:-2:18:4, -3:66:-1:98,
  3:66:-1:98, -3:66:0:98, 0:66:0:17:1, 1:66:0:126:1, 3:66:0:98, -3:66:1:98, 3:66:1:98,
  -29:66:2:18:4, -3:66:2:98, 3:66:2:98, 29:66:2:18:12, -2:66:3:98, -1:66:3:98, 0:66:3:98,
  1:66:3:98, 2:66:3:98, -8:66:6:35:14, 8:66:6:35:14, -7:66:7:85, 7:66:7:85, -8:66:8:35:14,
  8:66:8:35:14, -23:66:19:18:4, 23:66:19:18:4, -19:66:23:18:4, 19:66:23:18:4, -2:66:29:18:12,
  2:66:29:18:4, -8:67:-8:35:14, 8:67:-8:35:14, -8:67:-7:35:4, -7:67:-7:85, 7:67:-7:85,
  8:67:-7:35:4, -8:67:-6:35:14, 8:67:-6:35:14, -2:67:-3:98, -1:67:-3:98, 0:67:-3:98,
  1:67:-3:98, 2:67:-3:98, -3:67:-2:98, 3:67:-2:98, -3:67:-1:98, 0:67:-1:126:1, 3:67:-1:98,
  -3:67:0:98, 0:67:0:17:1, 3:67:0:98, -3:67:1:98, 3:67:1:98, -3:67:2:98, 3:67:2:98,
  -2:67:3:98, -1:67:3:98, 0:67:3:98, 1:67:3:98, 2:67:3:98, -8:67:6:35:14, 8:67:6:35:14,
  -8:67:7:35:4, -7:67:7:85, 7:67:7:85, 8:67:7:35:4, -8:67:8:35:14, 8:67:8:35:14, -8:68:-8:35:14,
  8:68:-8:35:14, -8:68:-7:35:4, -7:68:-7:85, -6:68:-7:85, 6:68:-7:85, 7:68:-7:85,
  8:68:-7:35:4, -8:68:-6:35:14, 8:68:-6:35:14, -2:68:-3:98, -1:68:-3:98, 0:68:-3:98,
  1:68:-3:98, 2:68:-3:98, -3:68:-2:98, 3:68:-2:98, -3:68:-1:98, 3:68:-1:98, -3:68:0:98,
  -1:68:0:126:1, 0:68:0:17:1, 3:68:0:98, -3:68:1:98, 3:68:1:98, -3:68:2:98, 3:68:2:98,
  -2:68:3:98, -1:68:3:98, 0:68:3:98, 1:68:3:98, 2:68:3:98, -8:68:6:35:14, 7:68:6:85,
  8:68:6:35:14, -8:68:7:35:4, -7:68:7:85, -6:68:7:85, 6:68:7:85, 7:68:7:85, 8:68:7:35:4,
  -8:68:8:35:14, 7:68:8:85, 8:68:8:35:14, -7:69:-8:35:14, 7:69:-8:35:14, -7:69:-7:35:4,
  -6:69:-7:50:5, 6:69:-7:50:5, 7:69:-7:35:4, -7:69:-6:35:14, 7:69:-6:35:14, -2:69:-3:98,
  -1:69:-3:98, 0:69:-3:98, 1:69:-3:98, 2:69:-3:98, -3:69:-2:98, 3:69:-2:98, -3:69:-1:98,
  3:69:-1:98, -3:69:0:98, 0:69:0:17:1, 3:69:0:98, -3:69:1:98, 0:69:1:126:1, 3:69:1:98,
  -3:69:2:98, 3:69:2:98, -2:69:3:98, -1:69:3:98, 0:69:3:98, 1:69:3:98, 2:69:3:98,
  -7:69:6:35:14, 7:69:6:35:14, -7:69:7:35:4, -6:69:7:50:5, 6:69:7:50:5, 7:69:7:35:4,
  -7:69:8:35:14, 7:69:8:35:14, -2:70:-3:98, -1:70:-3:98, 0:70:-3:98, 1:70:-3:98, 2:70:-3:98,
  -3:70:-2:98, 3:70:-2:98, -3:70:-1:98, 3:70:-1:98, -3:70:0:98, 0:70:0:17:1, 1:70:0:126:1,
  3:70:0:98, -3:70:1:98, 3:70:1:98, -3:70:2:98, 3:70:2:98, -2:70:3:98, -1:70:3:98,
  0:70:3:98, 1:70:3:98, 2:70:3:98, -2:71:-3:109:2, -1:71:-3:109:2, 0:71:-3:109:2,
  1:71:-3:109:2, 2:71:-3:109:2, -3:71:-2:109, -2:71:-2:98, -1:71:-2:98, 0:71:-2:98,
  1:71:-2:98, 2:71:-2:98, 3:71:-2:109:1, -3:71:-1:109, -2:71:-1:98, 0:71:-1:126:1,
  2:71:-1:98, 3:71:-1:109:1, -3:71:0:109, -2:71:0:98, -1:71:0:126:9, 0:71:0:17:1,
  2:71:0:98, 3:71:0:109:1, -3:71:1:109, -2:71:1:98, 2:71:1:98, 3:71:1:109:1, -3:71:2:109,
  -2:71:2:98, -1:71:2:98, 0:71:2:98, 1:71:2:98, 2:71:2:98, 3:71:2:109:1, -2:71:3:109:3,
  -1:71:3:109:3, 0:71:3:109:3, 1:71:3:109:3, 2:71:3:109:3, -2:72:-3:109:6, 0:72:-3:109:6,
  2:72:-3:109:6, -3:72:-2:109:4, 3:72:-2:109:5, -3:72:0:109:4, 0:72:0:17:1, 3:72:0:109:5,
  -3:72:2:109:4, 3:72:2:109:5, -2:72:3:109:7, 0:72:3:109:7, 2:72:3:109:7, 0:73:0:17:1,
  0:74:0:17:1, 0:75:-1:85, -1:75:0:85, 0:75:0:17:1, 1:75:0:85, 0:75:1:85, 0:76:-1:85,
  -1:76:0:85, 0:76:0:85, 1:76:0:85, 0:76:1:85, 0:77:-1:50:5, -1:77:0:50:5, 0:77:0:85,
  1:77:0:50:5, 0:77:1:50:5, 0:78:0:85, 0:79:0:85, 0:80:0:85, 2:81:-4:35:14, 1:81:-3:35:14,
  1:81:-2:35:14, 1:81:-1:35:14, 0:81:0:85, 1:81:0:35:14, 0:81:1:35:14, 1:82:-3:35:4,
  1:82:-2:35:4, 1:82:-1:35:4, 0:82:0:85, 1:82:0:35:4, 0:82:1:35:4, 2:83:-4:35:14,
  1:83:-3:35:14, 1:83:-2:35:14, 1:83:-1:35:14, 0:83:0:85, 1:83:0:35:14, 0:83:1:35:14,
  -2:89:-5:166, -1:89:-5:166, 0:89:-5:166, 1:89:-5:166, 2:89:-5:166, -3:89:-4:166,
  -2:89:-4:166, -1:89:-4:166, 0:89:-4:166, 1:89:-4:166, 2:89:-4:166, 3:89:-4:166,
  -4:89:-3:166, -3:89:-3:166, -2:89:-3:166, -1:89:-3:166, 0:89:-3:166, 1:89:-3:166,
  2:89:-3:166, 3:89:-3:166, 4:89:-3:166, -5:89:-2:166, -4:89:-2:166, -3:89:-2:166,
  -2:89:-2:166, -1:89:-2:166, 0:89:-2:166, 1:89:-2:166, 2:89:-2:166, 3:89:-2:166,
  4:89:-2:166, 5:89:-2:166, -5:89:-1:166, -4:89:-1:166, -3:89:-1:166, -2:89:-1:166,
  -1:89:-1:166, 0:89:-1:166, 1:89:-1:166, 2:89:-1:166, 3:89:-1:166, 4:89:-1:166, 5:89:-1:166,
  -5:89:0:166, -4:89:0:166, -3:89:0:166, -2:89:0:166, -1:89:0:166, 0:89:0:166, 1:89:0:166,
  2:89:0:166, 3:89:0:166, 4:89:0:166, 5:89:0:166, -5:89:1:166, -4:89:1:166, -3:89:1:166,
  -2:89:1:166, -1:89:1:166, 0:89:1:166, 1:89:1:166, 2:89:1:166, 3:89:1:166, 4:89:1:166,
  5:89:1:166, -5:89:2:166, -4:89:2:166, -3:89:2:166, -2:89:2:166, -1:89:2:166, 0:89:2:166,
  1:89:2:166, 2:89:2:166, 3:89:2:166, 4:89:2:166, 5:89:2:166, -4:89:3:166, -3:89:3:166,
  -2:89:3:166, -1:89:3:166, 0:89:3:166, 1:89:3:166, 2:89:3:166, 3:89:3:166, 4:89:3:166,
  -3:89:4:166, -2:89:4:166, -1:89:4:166, 0:89:4:166, 1:89:4:166, 2:89:4:166, 3:89:4:166,
  -2:89:5:166, -1:89:5:166, 0:89:5:166, 1:89:5:166, 2:89:5:166, -2:90:-5:166, -1:90:-5:166,
  0:90:-5:166, 1:90:-5:166, 2:90:-5:166, -3:90:-4:166, 3:90:-4:166, -4:90:-3:166,
  4:90:-3:166, -5:90:-2:166, 5:90:-2:166, -5:90:-1:166, 5:90:-1:166, -5:90:0:166,
  5:90:0:166, -5:90:1:166, 5:90:1:166, -5:90:2:166, 5:90:2:166, -4:90:3:166, 4:90:3:166,
  -3:90:4:166, 3:90:4:166, -2:90:5:166, -1:90:5:166, 0:90:5:166, 1:90:5:166, 2:90:5:166,
  -2:91:-5:166, -1:91:-5:166, 0:91:-5:166, 1:91:-5:166, 2:91:-5:166, -3:91:-4:166,
  3:91:-4:166, -4:91:-3:166, 4:91:-3:166, -5:91:-2:166, 5:91:-2:166, -5:91:-1:166,
  5:91:-1:166, -5:91:0:166, 5:91:0:166, -5:91:1:166, 5:91:1:166, -5:91:2:166, 5:91:2:166,
  -4:91:3:166, 4:91:3:166, -3:91:4:166, 3:91:4:166, -2:91:5:166, -1:91:5:166, 0:91:5:166,
  1:91:5:166, 2:91:5:166, -2:92:-5:166, -1:92:-5:166, 0:92:-5:166, 1:92:-5:166, 2:92:-5:166,
  -3:92:-4:166, 3:92:-4:166, -4:92:-3:166, 4:92:-3:166, -5:92:-2:166, 5:92:-2:166,
  -5:92:-1:166, 5:92:-1:166, -5:92:0:166, 5:92:0:166, -5:92:1:166, 5:92:1:166, -5:92:2:166,
  5:92:2:166, -4:92:3:166, 4:92:3:166, -3:92:4:166, 3:92:4:166, -2:92:5:166, -1:92:5:166,
  0:92:5:166, 1:92:5:166, 2:92:5:166, -2:93:-5:166, -1:93:-5:166, 0:93:-5:166, 1:93:-5:166,
  2:93:-5:166, -3:93:-4:166, 3:93:-4:166, -4:93:-3:166, 4:93:-3:166, -5:93:-2:166,
  5:93:-2:166, -5:93:-1:166, 5:93:-1:166, -5:93:0:166, 5:93:0:166, -5:93:1:166, 5:93:1:166,
  -5:93:2:166, 5:93:2:166, -4:93:3:166, 4:93:3:166, -3:93:4:166, 3:93:4:166, -2:93:5:166,
  -1:93:5:166, 0:93:5:166, 1:93:5:166, 2:93:5:166]'
